Time,Total Power (W),P_VDD,V_VDD,I_VDD,P_VDDM,V_VDDM,I_VDDM
2019-03-25_01:07:32.087546,0.029932849423542,0.008850660402012,0.7513428,0.01177979,0.02108218902153,0.9018555,0.02337646
2019-03-25_01:07:32.469273,0.029241661821022003,0.008599830803032001,0.7514648,0.01144409,0.02064183101799,0.9018555,0.02288818
2019-03-25_01:07:32.848221,0.029827985460285998,0.008632831097435999,0.7513428,0.01148987,0.021195154362849997,0.9019775,0.02349854
2019-03-25_01:07:33.218321,0.029226599464569,0.008254499943924,0.7513428,0.01098633,0.020972099520645,0.9018555,0.02325439
2019-03-25_01:07:33.589354,0.029896139003600997,0.008896514853096,0.7513428,0.01184082,0.020999624150505,0.9018555,0.02328491
2019-03-25_01:07:33.967637,0.029457612085476,0.00873601300416,0.7513428,0.0116272,0.020721599081316,0.9017334,0.02297974
2019-03-25_01:07:34.338377,0.030058711737441998,0.008863557374592,0.7514648,0.01179504,0.021195154362849997,0.9019775,0.02349854
2019-03-25_01:07:34.718455,0.030072699991269,0.009045551210904,0.7513428,0.01203918,0.021027148780365,0.9018555,0.02331543
2019-03-25_01:07:35.097469,0.030461977223034002,0.009217526064396001,0.7513428,0.01226807,0.021244451158638,0.9017334,0.02355957
2019-03-25_01:07:35.517457,0.029972430841999,0.008945282061633999,0.7515869,0.01190186,0.021027148780365,0.9018555,0.02331543
2019-03-25_01:07:35.920780,0.028994432572956003,0.008300354395008,0.7513428,0.01104736,0.020694078177948,0.9017334,0.02294922
2019-03-25_01:07:36.300805,0.029604044877701,0.008576896097336001,0.7514648,0.01141357,0.021027148780365,0.9018555,0.02331543
2019-03-25_01:07:36.748539,0.029282441628132,0.008588363450184,0.7514648,0.01142883,0.020694078177948,0.9017334,0.02294922
2019-03-25_01:07:37.141335,0.029554484024519996,0.00860990011518,0.7513428,0.01145935,0.02094458390934,0.9018555,0.02322388
2019-03-25_01:07:37.511763,0.030263004665985,0.00926338051548,0.7513428,0.0123291,0.020999624150505,0.9018555,0.02328491
2019-03-25_01:07:37.886837,0.029680517898797998,0.009011162250948,0.7513428,0.01199341,0.02066935564785,0.9018555,0.0229187
2019-03-25_01:07:38.254196,0.030414727892685,0.009173153357544001,0.7514648,0.01220703,0.021241574535141,0.9016113,0.02355957
2019-03-25_01:07:38.625585,0.029724128399472003,0.008862118379712,0.7513428,0.01179504,0.020862010019760003,0.9018555,0.02313232
2019-03-25_01:07:39.014841,0.029441514921012,0.009022627742076,0.7513428,0.01200867,0.020418887178936,0.9017334,0.02264404
2019-03-25_01:07:39.425340,0.029691643366814,0.009047019990864,0.7514648,0.01203918,0.02064462337595,0.9019775,0.02288818
2019-03-25_01:07:39.839856,0.030514513363552,0.009184620710392001,0.7514648,0.01222229,0.02132989265316,0.9018555,0.02365112
2019-03-25_01:07:40.238711,0.030872306496067002,0.009184620710392001,0.7514648,0.01222229,0.021687685785675,0.9018555,0.02404785
2019-03-25_01:07:40.608860,0.02933570306345,0.00861129815588,0.7514648,0.01145935,0.02072440490757,0.9018555,0.02297974
2019-03-25_01:07:41.006192,0.029854017644129,0.008768976694479,0.7512207,0.01167297,0.02108504094965,0.9019775,0.02337646
2019-03-25_01:07:41.408838,0.030039652016177,0.009186113052001,0.7515869,0.01222229,0.020853538964176,0.9014893,0.02313232
2019-03-25_01:07:41.794625,0.02897835,0.008622765508728,0.7514648,0.01147461,0.020355584491272,0.9013672,0.02258301
2019-03-25_01:07:42.188019,0.029750357178936003,0.00873459332304,0.7512207,0.0116272,0.021015763855896003,0.9013672,0.02331543
2019-03-25_01:07:42.583729,0.029731754576731002,0.0091258096488,0.7513428,0.012146,0.020605944927931,0.9014893,0.02285767
2019-03-25_01:07:42.960364,0.029678167014618,0.008989690741272,0.7514648,0.01196289,0.020688476273346,0.9014893,0.02294922
2019-03-25_01:07:43.362332,0.029117265735388,0.008621365606308,0.7513428,0.01147461,0.02049590012908,0.9014893,0.0227356
2019-03-25_01:07:43.741671,0.029404511178913004,0.008991151410141,0.7515869,0.01196289,0.020413359768772003,0.9014893,0.02264404
2019-03-25_01:07:44.129816,0.029689547932739,0.008725964169712,0.7514648,0.01161194,0.020963583763027,0.9014893,0.02325439
2019-03-25_01:07:44.529203,0.028655977645340003,0.008437932775116,0.7513428,0.01123047,0.020218044870224,0.9013672,0.02243042
2019-03-25_01:07:44.907235,0.02926257027092,0.008576896097336001,0.7514648,0.01141357,0.020685674173584,0.9013672,0.02294922
2019-03-25_01:07:45.300181,0.030181398847990003,0.008909426785984,0.7514648,0.01185608,0.021271972062006,0.9017334,0.02359009
2019-03-25_01:07:45.682821,0.030945827290368,0.009343631439948,0.7513428,0.01243591,0.02160219585042,0.9017334,0.0239563
2019-03-25_01:07:46.056679,0.030285176943226,0.009092889402256001,0.7514648,0.01210022,0.02119228754097,0.9018555,0.02349854
2019-03-25_01:07:46.430247,0.030177401769295,0.00887502472744,0.7514648,0.0118103,0.021302377041855,0.9018555,0.02362061
2019-03-25_01:07:46.812789,0.029293908980980003,0.008599830803032001,0.7514648,0.01144409,0.020694078177948,0.9017334,0.02294922
2019-03-25_01:07:47.195714,0.029397620733298997,0.008645700214424,0.7514648,0.01150513,0.020751920518875,0.9018555,0.02301025
2019-03-25_01:07:47.582827,0.030264689255495,0.008555358777914,0.7515869,0.01138306,0.021709330477581,0.9016113,0.02407837
2019-03-25_01:07:47.946177,0.029692598489809,0.008692974339304,0.7515869,0.01156616,0.020999624150505,0.9018555,0.02328491
2019-03-25_01:07:48.343222,0.029680553649435004,0.00887358387084,0.7513428,0.0118103,0.020806969778595003,0.9018555,0.02307129
2019-03-25_01:07:48.736423,0.029903920406122,0.008852097536392,0.7514648,0.01177979,0.02105182286973,0.9017334,0.02334595
2019-03-25_01:07:49.125521,0.028709559098129,0.008645700214424,0.7514648,0.01150513,0.020063858883705,0.9018555,0.02224731
2019-03-25_01:07:49.532688,0.029631882193842003,0.008827729419755998,0.7513428,0.01174927,0.020804152774086003,0.9017334,0.02307129
2019-03-25_01:07:49.923756,0.029539087404823,0.008575503641796,0.7513428,0.01141357,0.020963583763027,0.9014893,0.02325439
2019-03-25_01:07:50.293552,0.029841168758583,0.008621365606308,0.7513428,0.01147461,0.021219803152275,0.9018555,0.02352905
2019-03-25_01:07:50.656236,0.029596611866026,0.008599830803032001,0.7514648,0.01144409,0.020996781062993998,0.9017334,0.02328491
2019-03-25_01:07:51.025091,0.029268255750002997,0.007855789207262999,0.7515869,0.01045227,0.02141246654274,0.9018555,0.02374268
2019-03-25_01:07:51.413237,0.029686591944847,0.008852097536392,0.7514648,0.01177979,0.020834494408455,0.9018555,0.02310181
2019-03-25_01:07:51.800288,0.029955623881521003,0.009423882364416,0.7513428,0.01254272,0.020531741517105,0.9018555,0.02276611
2019-03-25_01:07:52.189222,0.029667698205948,0.008588363450184,0.7514648,0.01142883,0.021079334755764,0.9017334,0.02337646
2019-03-25_01:07:52.568517,0.029465922592764,0.008631428184308999,0.7512207,0.01148987,0.020834494408455,0.9018555,0.02310181
2019-03-25_01:07:52.933679,0.03000332065794,0.009309242479992,0.7513428,0.01239014,0.020694078177948,0.9017334,0.02294922
