Time,Total Power (W),P_VDD,V_VDD,I_VDD,P_VDDM,V_VDDM,I_VDDM
2019-03-25_12:13:22.346897,0.030336140382681,0.008791903950242999,0.7512207,0.01170349,0.021544236432438,0.9016113,0.02389526
2019-03-25_12:13:22.740979,0.029371873550682003,0.00834757158432,0.7514648,0.0111084,0.021024301966362003,0.9017334,0.02331543
2019-03-25_12:13:23.120430,0.029373160524911998,0.008516799417696,0.7512207,0.01133728,0.020856361107216,0.9016113,0.02313232
2019-03-25_12:13:23.459777,0.029584059877596,0.008837758461771,0.7512207,0.01176453,0.020746301415825,0.9016113,0.02301025
2019-03-25_12:13:23.823304,0.029464463022665997,0.008907980344224,0.7513428,0.01185608,0.020556482678441998,0.9017334,0.02279663
2019-03-25_12:13:24.212401,0.030022536194067,0.008998234227705,0.7512207,0.01197815,0.021024301966362003,0.9017334,0.02331543
2019-03-25_12:13:24.576078,0.029101691676425998,0.008437932775116,0.7513428,0.01123047,0.02066375890131,0.9016113,0.0229187
2019-03-25_12:13:24.956910,0.030014877755579997,0.008632831097435999,0.7513428,0.01148987,0.021382046658144,0.9017334,0.02371216
2019-03-25_12:13:25.334233,0.029654788543271998,0.008988231268692,0.7513428,0.01196289,0.02066655727458,0.9017334,0.0229187
2019-03-25_12:13:25.695491,0.029613007501998002,0.008976765777564,0.7513428,0.01194763,0.020636241724434002,0.9016113,0.02288818
2019-03-25_12:13:26.066735,0.029836335562353,0.00853972667346,0.7512207,0.0113678,0.021296608888893,0.9016113,0.02362061
2019-03-25_12:13:26.458763,0.028771517091999002,0.008162783528328001,0.7513428,0.01086426,0.020608733563671,0.9016113,0.02285767
2019-03-25_12:13:26.829392,0.02891926194417,0.00827743092618,0.7513428,0.01101685,0.02064183101799,0.9018555,0.02288818
2019-03-25_12:13:27.187628,0.030124611163168002,0.008528263045578,0.7512207,0.01135254,0.02159634811759,0.9014893,0.0239563
2019-03-25_12:13:27.588515,0.028970998631034,0.008747478495288,0.7513428,0.01164246,0.020223520135746,0.9016113,0.02243042
2019-03-25_12:13:27.997406,0.029728531298523,0.00873459332304,0.7512207,0.0116272,0.020993937975483,0.9016113,0.02328491
2019-03-25_12:13:28.346970,0.029803866653304,0.008862118379712,0.7513428,0.01179504,0.020941748273592,0.9017334,0.02322388
2019-03-25_12:13:28.736398,0.029479647588129,0.008700202439394,0.7512207,0.01158142,0.020779445148735,0.9018555,0.02304077
2019-03-25_12:13:29.108435,0.029950915124979,0.00892945997262,0.7512207,0.0118866,0.021021455152359002,0.9016113,0.02331543
2019-03-25_12:13:29.491207,0.029664346964550004,0.008642891812191,0.7512207,0.01150513,0.021021455152359002,0.9016113,0.02331543
2019-03-25_12:13:29.890107,0.029523585654354,0.008392070810603999,0.7513428,0.01116943,0.02113151484375,0.9016113,0.0234375
2019-03-25_12:13:30.253082,0.02976521930151,0.008688738811512,0.7512207,0.01156616,0.021076480489998002,0.9016113,0.02337646
2019-03-25_12:13:30.628264,0.029134711319685,0.008470952418375,0.7512207,0.01127625,0.02066375890131,0.9016113,0.0229187
2019-03-25_12:13:30.995546,0.029331371042671,0.008367787279644,0.7512207,0.01113892,0.020963583763027,0.9014893,0.02325439
2019-03-25_12:13:31.370203,0.029324968706168998,0.008826294833889,0.7512207,0.01174927,0.02049867387228,0.9016113,0.0227356
2019-03-25_12:13:31.803901,0.029138372226429,0.008392070810603999,0.7513428,0.01116943,0.020746301415825,0.9016113,0.02301025
2019-03-25_12:13:32.186860,0.029213959507145996,0.008767551424841999,0.7510986,0.01167297,0.020446408082304,0.9017334,0.02267456
2019-03-25_12:13:32.575714,0.029530464987482997,0.008976765777564,0.7513428,0.01194763,0.020553699209918997,0.9016113,0.02279663
2019-03-25_12:13:32.981911,0.029136600874176,0.00841500179286,0.7513428,0.01119995,0.020721599081316,0.9017334,0.02297974
2019-03-25_12:13:33.338284,0.029198398260832,0.008482408534049999,0.7512207,0.0112915,0.020715989726782,0.9014893,0.02297974
2019-03-25_12:13:33.695917,0.029055355808568002,0.008586969132924,0.7513428,0.01142883,0.020468386675644,0.9014893,0.02270508
2019-03-25_12:13:34.065902,0.029598916471634,0.00906995469656,0.7514648,0.0120697,0.020528961775074,0.9017334,0.02276611
2019-03-25_12:13:34.448875,0.029312637158127,0.008346216359519999,0.7513428,0.0111084,0.020966420798607,0.9016113,0.02325439
2019-03-25_12:13:34.803024,0.02917736089602,0.008265965435052,0.7513428,0.01100159,0.020911395460968,0.9016113,0.02319336
2019-03-25_12:13:35.166602,0.029625337801695,0.008768976694479,0.7512207,0.01167297,0.020856361107216,0.9016113,0.02313232
2019-03-25_12:13:35.787715,0.029422695374298,0.008758936472988,0.7513428,0.01165771,0.02066375890131,0.9016113,0.0229187
2019-03-25_12:13:36.159220,0.029736295290804002,0.008827729419755998,0.7513428,0.01174927,0.020908565871048,0.9014893,0.02319336
2019-03-25_12:13:36.511918,0.029271950973095998,0.00808253260386,0.7513428,0.01075745,0.021189418369235997,0.9017334,0.02349854
