Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-09-15_19:15:21,2800 MHz,2050.0 MHz,0 (N/A) run sudo,4.7 %,40.0 C,40.0 C,20.3 W,21.0 W,1007.0 RPM
2018-09-15_19:15:21,2800 MHz,1928.0 MHz,0 (N/A) run sudo,3.7 %,40.0 C,40.0 C,20.2 W,21.0 W,1007.0 RPM
2018-09-15_19:15:22,2800 MHz,1873.0 MHz,0 (N/A) run sudo,1.7 %,40.0 C,40.0 C,15.0 W,21.0 W,943.0 RPM
2018-09-15_19:15:22,2800 MHz,1791.0 MHz,0 (N/A) run sudo,1.3 %,40.0 C,40.0 C,15.2 W,21.0 W,957.0 RPM
2018-09-15_19:15:22,2800 MHz,1909.0 MHz,0 (N/A) run sudo,0.9 %,40.0 C,40.0 C,16.7 W,21.0 W,945.0 RPM
2018-09-15_19:15:22,2800 MHz,1796.0 MHz,0 (N/A) run sudo,1.3 %,40.0 C,40.0 C,16.0 W,21.0 W,934.0 RPM
2018-09-15_19:15:23,2800 MHz,1731.0 MHz,0 (N/A) run sudo,2.3 %,40.0 C,40.0 C,17.9 W,21.0 W,930.0 RPM
2018-09-15_19:15:23,2800 MHz,1722.0 MHz,0 (N/A) run sudo,1.3 %,40.0 C,40.0 C,16.2 W,21.0 W,926.0 RPM
2018-09-15_19:15:23,2800 MHz,1723.0 MHz,0 (N/A) run sudo,1.5 %,40.0 C,40.0 C,15.7 W,21.0 W,924.0 RPM
2018-09-15_19:15:23,2800 MHz,1738.0 MHz,0 (N/A) run sudo,1.1 %,40.0 C,40.0 C,16.1 W,21.0 W,924.0 RPM
2018-09-15_19:15:23,2800 MHz,1992.0 MHz,0 (N/A) run sudo,1.1 %,40.0 C,40.0 C,16.2 W,21.0 W,968.0 RPM
2018-09-15_19:15:24,2800 MHz,2015.0 MHz,0 (N/A) run sudo,2.1 %,40.0 C,40.0 C,16.1 W,21.0 W,966.0 RPM
2018-09-15_19:15:24,2800 MHz,2166.0 MHz,0 (N/A) run sudo,4.0 %,40.0 C,40.0 C,16.6 W,21.0 W,990.0 RPM
2018-09-15_19:15:24,2800 MHz,2008.0 MHz,0 (N/A) run sudo,2.4 %,40.0 C,40.0 C,15.9 W,21.0 W,1002.0 RPM
2018-09-15_19:15:24,2800 MHz,1764.0 MHz,0 (N/A) run sudo,2.4 %,40.0 C,40.0 C,16.0 W,21.0 W,1007.0 RPM
2018-09-15_19:15:25,2800 MHz,1727.0 MHz,0 (N/A) run sudo,1.9 %,40.0 C,40.0 C,16.0 W,21.0 W,1011.0 RPM
2018-09-15_19:15:25,2800 MHz,1734.0 MHz,0 (N/A) run sudo,1.9 %,40.0 C,40.0 C,16.0 W,21.0 W,1013.0 RPM
2018-09-15_19:15:25,2800 MHz,1765.0 MHz,0 (N/A) run sudo,1.7 %,40.0 C,40.0 C,15.9 W,21.0 W,1014.0 RPM
2018-09-15_19:15:25,2800 MHz,1750.0 MHz,0 (N/A) run sudo,1.1 %,39.0 C,40.0 C,16.2 W,21.0 W,1015.0 RPM
2018-09-15_19:15:25,2800 MHz,2009.0 MHz,0 (N/A) run sudo,1.3 %,39.0 C,40.0 C,16.2 W,21.0 W,1012.0 RPM
2018-09-15_19:15:26,2800 MHz,2052.0 MHz,0 (N/A) run sudo,1.1 %,39.0 C,40.0 C,16.2 W,21.0 W,979.0 RPM
2018-09-15_19:15:26,2800 MHz,1971.0 MHz,0 (N/A) run sudo,1.9 %,39.0 C,40.0 C,16.2 W,21.0 W,961.0 RPM
2018-09-15_19:15:26,2800 MHz,1961.0 MHz,0 (N/A) run sudo,3.0 %,39.0 C,40.0 C,16.1 W,21.0 W,947.0 RPM
2018-09-15_19:15:26,2800 MHz,1740.0 MHz,0 (N/A) run sudo,2.3 %,40.0 C,40.0 C,16.2 W,21.0 W,936.0 RPM
2018-09-15_19:15:27,2800 MHz,1745.0 MHz,0 (N/A) run sudo,2.4 %,40.0 C,40.0 C,16.1 W,21.0 W,931.0 RPM
