timestamp, power.draw [W]
2018/11/23 13:02:32.372, 12.99 W
2018/11/23 13:02:32.573, 12.99 W
2018/11/23 13:02:32.773, 13.18 W
2018/11/23 13:02:32.974, 13.18 W
2018/11/23 13:02:33.176, 13.18 W
2018/11/23 13:02:33.377, 13.18 W
2018/11/23 13:02:33.578, 13.18 W
2018/11/23 13:02:33.778, 14.34 W
2018/11/23 13:02:33.979, 14.34 W
2018/11/23 13:02:34.180, 14.34 W
2018/11/23 13:02:34.381, 14.34 W
2018/11/23 13:02:34.582, 13.37 W
2018/11/23 13:02:34.788, 13.37 W
2018/11/23 13:02:34.988, 13.37 W
2018/11/23 13:02:35.189, 13.37 W
2018/11/23 13:02:35.390, 13.37 W
2018/11/23 13:02:35.591, 13.37 W
2018/11/23 13:02:35.792, 13.37 W
2018/11/23 13:02:35.993, 13.37 W
2018/11/23 13:02:36.194, 13.37 W
2018/11/23 13:02:36.394, 13.37 W
2018/11/23 13:02:36.595, 13.47 W
2018/11/23 13:02:36.796, 13.47 W
2018/11/23 13:02:36.997, 13.47 W
2018/11/23 13:02:37.197, 13.47 W
2018/11/23 13:02:37.398, 13.47 W
2018/11/23 13:02:37.599, 13.47 W
2018/11/23 13:02:37.800, 13.47 W
2018/11/23 13:02:38.001, 13.47 W
2018/11/23 13:02:38.201, 13.47 W
2018/11/23 13:02:38.402, 13.47 W
2018/11/23 13:02:38.603, 13.47 W
2018/11/23 13:02:38.804, 13.47 W
2018/11/23 13:02:39.005, 13.47 W
2018/11/23 13:02:39.206, 13.47 W
2018/11/23 13:02:39.406, 13.47 W
2018/11/23 13:02:39.607, 13.37 W
2018/11/23 13:02:39.808, 13.37 W
2018/11/23 13:02:40.009, 13.37 W
2018/11/23 13:02:40.209, 13.37 W
2018/11/23 13:02:40.410, 13.37 W
2018/11/23 13:02:40.611, 13.09 W
2018/11/23 13:02:40.812, 13.09 W
2018/11/23 13:02:41.013, 13.09 W
2018/11/23 13:02:41.214, 13.09 W
2018/11/23 13:02:41.414, 13.09 W
2018/11/23 13:02:41.615, 12.99 W
2018/11/23 13:02:41.816, 12.99 W
2018/11/23 13:02:42.017, 12.99 W
2018/11/23 13:02:42.218, 12.99 W
2018/11/23 13:02:42.419, 12.99 W
2018/11/23 13:02:42.619, 13.28 W
2018/11/23 13:02:42.820, 13.28 W
2018/11/23 13:02:43.021, 13.28 W
2018/11/23 13:02:43.222, 13.28 W
2018/11/23 13:02:43.423, 13.28 W
2018/11/23 13:02:43.624, 13.86 W
2018/11/23 13:02:43.825, 13.86 W
2018/11/23 13:02:44.026, 13.86 W
2018/11/23 13:02:44.226, 13.86 W
2018/11/23 13:02:44.427, 13.86 W
2018/11/23 13:02:44.628, 13.28 W
2018/11/23 13:02:44.829, 13.28 W
2018/11/23 13:02:45.030, 13.28 W
2018/11/23 13:02:45.230, 13.28 W
2018/11/23 13:02:45.431, 13.28 W
2018/11/23 13:02:45.632, 13.18 W
2018/11/23 13:02:45.833, 13.18 W
2018/11/23 13:02:46.034, 13.18 W
2018/11/23 13:02:46.234, 13.18 W
2018/11/23 13:02:46.435, 13.18 W
2018/11/23 13:02:46.636, 13.28 W
2018/11/23 13:02:46.837, 13.28 W
2018/11/23 13:02:47.038, 13.28 W
2018/11/23 13:02:47.239, 13.28 W
2018/11/23 13:02:47.439, 13.28 W
2018/11/23 13:02:47.640, 13.09 W
2018/11/23 13:02:47.841, 13.09 W
2018/11/23 13:02:48.042, 13.09 W
2018/11/23 13:02:48.243, 13.09 W
2018/11/23 13:02:48.443, 13.09 W
2018/11/23 13:02:48.644, 13.28 W
2018/11/23 13:02:48.845, 13.28 W
2018/11/23 13:02:49.046, 13.28 W
2018/11/23 13:02:49.247, 13.28 W
2018/11/23 13:02:49.448, 13.28 W
2018/11/23 13:02:49.649, 13.37 W
2018/11/23 13:02:49.849, 13.37 W
2018/11/23 13:02:50.050, 13.37 W
2018/11/23 13:02:50.251, 13.37 W
2018/11/23 13:02:50.452, 13.37 W
2018/11/23 13:02:50.652, 13.28 W
2018/11/23 13:02:50.853, 13.28 W
2018/11/23 13:02:51.054, 13.28 W
2018/11/23 13:02:51.255, 13.28 W
2018/11/23 13:02:51.456, 13.28 W
2018/11/23 13:02:51.657, 13.47 W
2018/11/23 13:02:51.858, 13.47 W
2018/11/23 13:02:52.058, 13.47 W
2018/11/23 13:02:52.259, 13.47 W
2018/11/23 13:02:52.460, 13.47 W
2018/11/23 13:02:52.661, 14.43 W
2018/11/23 13:02:52.862, 14.43 W
2018/11/23 13:02:53.062, 14.43 W
2018/11/23 13:02:53.263, 14.43 W
2018/11/23 13:02:53.464, 14.43 W
2018/11/23 13:02:53.665, 13.57 W
2018/11/23 13:02:53.866, 13.57 W
2018/11/23 13:02:54.066, 13.57 W
2018/11/23 13:02:54.267, 13.57 W
2018/11/23 13:02:54.468, 13.57 W
2018/11/23 13:02:54.669, 13.28 W
