timestamp, power.draw [W]
2018/09/15 20:37:34.926, 13.76 W
2018/09/15 20:37:35.127, 13.76 W
2018/09/15 20:37:35.328, 13.18 W
2018/09/15 20:37:35.529, 13.18 W
2018/09/15 20:37:35.730, 13.18 W
2018/09/15 20:37:35.931, 13.18 W
2018/09/15 20:37:36.132, 13.18 W
2018/09/15 20:37:36.333, 13.95 W
2018/09/15 20:37:36.533, 13.95 W
2018/09/15 20:37:36.734, 13.95 W
2018/09/15 20:37:36.935, 13.95 W
2018/09/15 20:37:37.136, 13.95 W
2018/09/15 20:37:37.337, 17.03 W
2018/09/15 20:37:37.537, 17.03 W
2018/09/15 20:37:37.738, 17.03 W
2018/09/15 20:37:37.940, 17.03 W
2018/09/15 20:37:38.140, 24.34 W
2018/09/15 20:37:38.341, 24.73 W
2018/09/15 20:37:38.542, 24.63 W
2018/09/15 20:37:38.742, 24.54 W
2018/09/15 20:37:38.943, 24.54 W
2018/09/15 20:37:39.143, 24.92 W
2018/09/15 20:37:39.348, 24.83 W
2018/09/15 20:37:39.551, 24.92 W
2018/09/15 20:37:39.753, 24.92 W
2018/09/15 20:37:39.956, 24.82 W
2018/09/15 20:37:40.160, 24.63 W
2018/09/15 20:37:40.360, 24.63 W
2018/09/15 20:37:40.561, 24.44 W
2018/09/15 20:37:40.762, 24.54 W
2018/09/15 20:37:40.962, 24.54 W
2018/09/15 20:37:41.163, 24.54 W
2018/09/15 20:37:41.364, 24.54 W
2018/09/15 20:37:41.565, 24.54 W
2018/09/15 20:37:41.766, 13.28 W
2018/09/15 20:37:41.966, 13.28 W
2018/09/15 20:37:42.167, 13.28 W
2018/09/15 20:37:42.368, 13.28 W
2018/09/15 20:37:42.569, 13.28 W
2018/09/15 20:37:42.770, 13.66 W
2018/09/15 20:37:42.970, 13.66 W
2018/09/15 20:37:43.171, 13.66 W
2018/09/15 20:37:43.372, 13.66 W
2018/09/15 20:37:43.573, 13.66 W
2018/09/15 20:37:43.774, 12.89 W
2018/09/15 20:37:43.974, 12.89 W
2018/09/15 20:37:44.175, 12.89 W
2018/09/15 20:37:44.376, 12.89 W
2018/09/15 20:37:44.577, 12.89 W
2018/09/15 20:37:44.778, 16.45 W
2018/09/15 20:37:44.978, 16.45 W
2018/09/15 20:37:45.179, 16.45 W
2018/09/15 20:37:45.380, 16.45 W
2018/09/15 20:37:45.581, 16.45 W
2018/09/15 20:37:45.782, 13.28 W
2018/09/15 20:37:45.983, 13.28 W
2018/09/15 20:37:46.183, 13.28 W
2018/09/15 20:37:46.384, 13.28 W
2018/09/15 20:37:46.585, 13.28 W
2018/09/15 20:37:46.786, 13.09 W
2018/09/15 20:37:46.987, 13.09 W
2018/09/15 20:37:47.188, 13.09 W
2018/09/15 20:37:47.389, 13.09 W
2018/09/15 20:37:47.590, 13.09 W
2018/09/15 20:37:47.790, 13.09 W
2018/09/15 20:37:47.991, 13.09 W
2018/09/15 20:37:48.192, 13.09 W
2018/09/15 20:37:48.393, 13.09 W
2018/09/15 20:37:48.594, 13.09 W
2018/09/15 20:37:48.794, 14.05 W
2018/09/15 20:37:48.995, 14.05 W
2018/09/15 20:37:49.196, 14.05 W
2018/09/15 20:37:49.396, 14.05 W
2018/09/15 20:37:49.597, 14.05 W
2018/09/15 20:37:49.798, 13.18 W
2018/09/15 20:37:49.999, 13.18 W
2018/09/15 20:37:50.200, 13.18 W
2018/09/15 20:37:50.401, 13.18 W
2018/09/15 20:37:50.601, 13.18 W
2018/09/15 20:37:50.802, 12.99 W
2018/09/15 20:37:51.003, 12.99 W
2018/09/15 20:37:51.204, 12.99 W
2018/09/15 20:37:51.405, 12.99 W
2018/09/15 20:37:51.605, 12.99 W
2018/09/15 20:37:51.806, 13.66 W
2018/09/15 20:37:52.007, 13.66 W
2018/09/15 20:37:52.208, 13.66 W
2018/09/15 20:37:52.408, 13.66 W
2018/09/15 20:37:52.609, 13.66 W
2018/09/15 20:37:52.810, 14.05 W
2018/09/15 20:37:53.011, 14.05 W
2018/09/15 20:37:53.212, 14.05 W
2018/09/15 20:37:53.412, 14.05 W
2018/09/15 20:37:53.613, 14.05 W
2018/09/15 20:37:53.814, 34.97 W
2018/09/15 20:37:54.016, 36.22 W
2018/09/15 20:37:54.217, 36.90 W
2018/09/15 20:37:54.417, 36.24 W
2018/09/15 20:37:54.620, 35.86 W
2018/09/15 20:37:54.820, 35.86 W
2018/09/15 20:37:55.021, 35.76 W
2018/09/15 20:37:55.221, 36.63 W
2018/09/15 20:37:55.422, 36.24 W
2018/09/15 20:37:55.623, 36.24 W
2018/09/15 20:37:55.823, 36.15 W
2018/09/15 20:37:56.025, 36.34 W
2018/09/15 20:37:56.227, 35.86 W
2018/09/15 20:37:56.428, 35.86 W
2018/09/15 20:37:56.629, 35.76 W
2018/09/15 20:37:56.829, 35.86 W
2018/09/15 20:37:57.030, 35.76 W
2018/09/15 20:37:57.230, 36.24 W
2018/09/15 20:37:57.431, 36.24 W
2018/09/15 20:37:57.632, 36.24 W
2018/09/15 20:37:57.832, 36.15 W
2018/09/15 20:37:58.033, 35.95 W
2018/09/15 20:37:58.234, 35.86 W
2018/09/15 20:37:58.435, 36.24 W
2018/09/15 20:37:58.635, 35.76 W
2018/09/15 20:37:58.836, 35.86 W
2018/09/15 20:37:59.036, 35.76 W
2018/09/15 20:37:59.240, 36.61 W
2018/09/15 20:37:59.440, 37.09 W
2018/09/15 20:37:59.641, 37.38 W
2018/09/15 20:37:59.841, 37.28 W
2018/09/15 20:38:00.042, 37.28 W
2018/09/15 20:38:00.242, 37.38 W
2018/09/15 20:38:00.446, 37.38 W
2018/09/15 20:38:00.647, 37.28 W
2018/09/15 20:38:00.847, 37.28 W
2018/09/15 20:38:01.048, 37.57 W
2018/09/15 20:38:01.248, 37.38 W
2018/09/15 20:38:01.449, 37.38 W
2018/09/15 20:38:01.651, 37.28 W
2018/09/15 20:38:01.852, 37.38 W
2018/09/15 20:38:02.052, 37.28 W
2018/09/15 20:38:02.253, 37.38 W
2018/09/15 20:38:02.453, 37.28 W
2018/09/15 20:38:02.656, 37.38 W
2018/09/15 20:38:02.857, 37.28 W
2018/09/15 20:38:03.057, 37.48 W
2018/09/15 20:38:03.258, 37.28 W
2018/09/15 20:38:03.458, 37.38 W
2018/09/15 20:38:03.662, 37.28 W
2018/09/15 20:38:03.863, 37.47 W
2018/09/15 20:38:04.063, 37.57 W
2018/09/15 20:38:04.264, 37.57 W
2018/09/15 20:38:04.464, 37.28 W
2018/09/15 20:38:04.668, 37.38 W
2018/09/15 20:38:04.868, 37.28 W
2018/09/15 20:38:05.069, 37.48 W
2018/09/15 20:38:05.270, 37.28 W
2018/09/15 20:38:05.470, 37.48 W
2018/09/15 20:38:05.674, 37.19 W
2018/09/15 20:38:05.874, 37.28 W
2018/09/15 20:38:06.075, 37.28 W
2018/09/15 20:38:06.275, 37.38 W
2018/09/15 20:38:06.476, 37.28 W
2018/09/15 20:38:06.679, 37.38 W
2018/09/15 20:38:06.879, 37.38 W
2018/09/15 20:38:07.080, 37.76 W
2018/09/15 20:38:07.280, 37.38 W
2018/09/15 20:38:07.481, 37.48 W
2018/09/15 20:38:07.684, 37.38 W
2018/09/15 20:38:07.885, 37.38 W
2018/09/15 20:38:08.085, 37.38 W
2018/09/15 20:38:08.286, 37.48 W
2018/09/15 20:38:08.486, 37.38 W
2018/09/15 20:38:08.689, 37.57 W
2018/09/15 20:38:08.890, 37.38 W
2018/09/15 20:38:09.090, 37.38 W
2018/09/15 20:38:09.291, 37.38 W
2018/09/15 20:38:09.491, 37.38 W
2018/09/15 20:38:09.695, 37.38 W
2018/09/15 20:38:09.895, 37.48 W
2018/09/15 20:38:10.096, 37.67 W
2018/09/15 20:38:10.296, 37.57 W
2018/09/15 20:38:10.497, 37.38 W
2018/09/15 20:38:10.701, 37.47 W
2018/09/15 20:38:10.901, 37.48 W
2018/09/15 20:38:11.102, 37.48 W
2018/09/15 20:38:11.302, 37.48 W
2018/09/15 20:38:11.503, 37.47 W
2018/09/15 20:38:11.707, 37.38 W
2018/09/15 20:38:11.907, 37.57 W
2018/09/15 20:38:12.108, 37.38 W
2018/09/15 20:38:12.308, 37.48 W
2018/09/15 20:38:12.509, 37.38 W
2018/09/15 20:38:12.712, 37.48 W
2018/09/15 20:38:12.913, 37.28 W
2018/09/15 20:38:13.113, 37.67 W
2018/09/15 20:38:13.314, 37.38 W
2018/09/15 20:38:13.515, 37.48 W
2018/09/15 20:38:13.718, 37.48 W
2018/09/15 20:38:13.919, 37.48 W
2018/09/15 20:38:14.119, 37.38 W
2018/09/15 20:38:14.320, 37.57 W
2018/09/15 20:38:14.520, 37.38 W
2018/09/15 20:38:14.723, 37.57 W
2018/09/15 20:38:14.924, 37.48 W
2018/09/15 20:38:15.124, 37.57 W
2018/09/15 20:38:15.325, 37.38 W
2018/09/15 20:38:15.526, 37.57 W
2018/09/15 20:38:15.729, 37.38 W
2018/09/15 20:38:15.930, 37.57 W
2018/09/15 20:38:16.130, 37.48 W
2018/09/15 20:38:16.331, 37.57 W
2018/09/15 20:38:16.531, 37.38 W
2018/09/15 20:38:16.735, 37.57 W
2018/09/15 20:38:16.936, 37.38 W
2018/09/15 20:38:17.136, 37.48 W
2018/09/15 20:38:17.337, 37.48 W
2018/09/15 20:38:17.537, 37.48 W
2018/09/15 20:38:17.741, 37.38 W
2018/09/15 20:38:17.942, 37.57 W
2018/09/15 20:38:18.142, 37.38 W
2018/09/15 20:38:18.343, 37.48 W
2018/09/15 20:38:18.543, 37.38 W
2018/09/15 20:38:18.746, 37.57 W
2018/09/15 20:38:18.947, 37.38 W
2018/09/15 20:38:19.147, 37.57 W
2018/09/15 20:38:19.348, 37.48 W
2018/09/15 20:38:19.548, 37.47 W
2018/09/15 20:38:19.749, 37.48 W
2018/09/15 20:38:19.951, 37.67 W
2018/09/15 20:38:20.152, 37.48 W
2018/09/15 20:38:20.352, 37.67 W
2018/09/15 20:38:20.553, 37.57 W
2018/09/15 20:38:20.753, 37.76 W
2018/09/15 20:38:20.957, 37.67 W
2018/09/15 20:38:21.158, 37.67 W
2018/09/15 20:38:21.359, 37.48 W
2018/09/15 20:38:21.559, 37.67 W
2018/09/15 20:38:21.760, 37.48 W
2018/09/15 20:38:21.964, 37.57 W
2018/09/15 20:38:22.164, 37.48 W
2018/09/15 20:38:22.365, 37.67 W
2018/09/15 20:38:22.565, 37.48 W
2018/09/15 20:38:22.766, 37.67 W
2018/09/15 20:38:22.969, 37.48 W
2018/09/15 20:38:23.169, 37.57 W
2018/09/15 20:38:23.370, 37.57 W
2018/09/15 20:38:23.571, 37.67 W
2018/09/15 20:38:23.771, 37.48 W
2018/09/15 20:38:23.975, 37.57 W
2018/09/15 20:38:24.176, 37.38 W
2018/09/15 20:38:24.376, 37.57 W
2018/09/15 20:38:24.577, 37.38 W
2018/09/15 20:38:24.777, 37.47 W
2018/09/15 20:38:24.980, 37.48 W
2018/09/15 20:38:25.181, 37.57 W
2018/09/15 20:38:25.381, 37.48 W
2018/09/15 20:38:25.582, 37.47 W
2018/09/15 20:38:25.782, 37.38 W
2018/09/15 20:38:25.985, 37.48 W
2018/09/15 20:38:26.186, 37.48 W
2018/09/15 20:38:26.387, 37.57 W
2018/09/15 20:38:26.587, 37.48 W
2018/09/15 20:38:26.788, 37.57 W
2018/09/15 20:38:26.990, 37.38 W
2018/09/15 20:38:27.191, 37.57 W
2018/09/15 20:38:27.392, 37.48 W
2018/09/15 20:38:27.592, 37.57 W
2018/09/15 20:38:27.793, 37.48 W
2018/09/15 20:38:27.995, 37.57 W
2018/09/15 20:38:28.196, 37.57 W
2018/09/15 20:38:28.396, 37.48 W
2018/09/15 20:38:28.597, 37.48 W
2018/09/15 20:38:28.798, 37.57 W
2018/09/15 20:38:29.000, 37.48 W
2018/09/15 20:38:29.201, 37.48 W
2018/09/15 20:38:29.401, 37.48 W
2018/09/15 20:38:29.602, 37.57 W
2018/09/15 20:38:29.802, 37.57 W
2018/09/15 20:38:30.005, 37.57 W
2018/09/15 20:38:30.206, 37.48 W
2018/09/15 20:38:30.406, 37.57 W
2018/09/15 20:38:30.607, 37.48 W
2018/09/15 20:38:30.807, 37.57 W
2018/09/15 20:38:31.011, 37.67 W
2018/09/15 20:38:31.211, 37.57 W
2018/09/15 20:38:31.412, 37.67 W
2018/09/15 20:38:31.613, 37.57 W
2018/09/15 20:38:31.813, 37.57 W
2018/09/15 20:38:32.016, 37.48 W
2018/09/15 20:38:32.217, 37.57 W
2018/09/15 20:38:32.417, 37.48 W
2018/09/15 20:38:32.618, 37.57 W
2018/09/15 20:38:32.818, 37.48 W
2018/09/15 20:38:33.021, 37.67 W
2018/09/15 20:38:33.222, 37.57 W
2018/09/15 20:38:33.422, 37.57 W
2018/09/15 20:38:33.623, 37.57 W
2018/09/15 20:38:33.823, 37.57 W
2018/09/15 20:38:34.027, 37.48 W
2018/09/15 20:38:34.228, 37.67 W
2018/09/15 20:38:34.428, 37.57 W
2018/09/15 20:38:34.629, 37.67 W
2018/09/15 20:38:34.830, 37.48 W
2018/09/15 20:38:35.033, 37.57 W
2018/09/15 20:38:35.233, 37.57 W
2018/09/15 20:38:35.434, 37.57 W
2018/09/15 20:38:35.634, 37.48 W
2018/09/15 20:38:35.835, 37.57 W
2018/09/15 20:38:36.038, 37.57 W
2018/09/15 20:38:36.238, 37.57 W
2018/09/15 20:38:36.439, 37.57 W
2018/09/15 20:38:36.640, 37.67 W
2018/09/15 20:38:36.840, 37.48 W
2018/09/15 20:38:37.043, 37.57 W
2018/09/15 20:38:37.244, 37.48 W
2018/09/15 20:38:37.444, 37.57 W
2018/09/15 20:38:37.645, 37.47 W
2018/09/15 20:38:37.846, 37.57 W
2018/09/15 20:38:38.049, 37.57 W
2018/09/15 20:38:38.250, 37.57 W
2018/09/15 20:38:38.450, 37.57 W
2018/09/15 20:38:38.651, 37.57 W
2018/09/15 20:38:38.851, 37.57 W
2018/09/15 20:38:39.055, 37.57 W
2018/09/15 20:38:39.256, 37.57 W
2018/09/15 20:38:39.456, 37.57 W
2018/09/15 20:38:39.657, 37.57 W
2018/09/15 20:38:39.857, 37.57 W
2018/09/15 20:38:40.060, 37.67 W
2018/09/15 20:38:40.261, 37.67 W
2018/09/15 20:38:40.461, 37.67 W
2018/09/15 20:38:40.662, 37.48 W
2018/09/15 20:38:40.862, 37.67 W
2018/09/15 20:38:41.065, 37.57 W
2018/09/15 20:38:41.265, 37.57 W
2018/09/15 20:38:41.466, 37.57 W
2018/09/15 20:38:41.666, 37.67 W
2018/09/15 20:38:41.867, 37.57 W
2018/09/15 20:38:42.071, 37.67 W
2018/09/15 20:38:42.272, 37.57 W
2018/09/15 20:38:42.472, 37.67 W
2018/09/15 20:38:42.673, 37.48 W
2018/09/15 20:38:42.873, 37.57 W
2018/09/15 20:38:43.076, 37.76 W
2018/09/15 20:38:43.277, 37.67 W
2018/09/15 20:38:43.477, 37.57 W
2018/09/15 20:38:43.678, 37.57 W
2018/09/15 20:38:43.878, 37.67 W
2018/09/15 20:38:44.083, 37.57 W
2018/09/15 20:38:44.283, 37.67 W
2018/09/15 20:38:44.484, 37.67 W
2018/09/15 20:38:44.684, 37.57 W
2018/09/15 20:38:44.885, 37.67 W
2018/09/15 20:38:45.088, 37.67 W
2018/09/15 20:38:45.289, 37.57 W
2018/09/15 20:38:45.489, 37.67 W
2018/09/15 20:38:45.690, 37.57 W
2018/09/15 20:38:45.890, 37.67 W
2018/09/15 20:38:46.093, 37.57 W
2018/09/15 20:38:46.294, 37.67 W
2018/09/15 20:38:46.494, 37.57 W
2018/09/15 20:38:46.695, 37.67 W
2018/09/15 20:38:46.895, 37.57 W
2018/09/15 20:38:47.099, 37.67 W
2018/09/15 20:38:47.299, 37.57 W
2018/09/15 20:38:47.500, 37.76 W
2018/09/15 20:38:47.700, 37.57 W
2018/09/15 20:38:47.901, 37.67 W
2018/09/15 20:38:48.104, 37.57 W
2018/09/15 20:38:48.304, 37.67 W
2018/09/15 20:38:48.505, 37.57 W
2018/09/15 20:38:48.705, 37.67 W
2018/09/15 20:38:48.906, 37.67 W
2018/09/15 20:38:49.109, 37.57 W
2018/09/15 20:38:49.309, 37.67 W
2018/09/15 20:38:49.510, 37.67 W
2018/09/15 20:38:49.710, 37.67 W
2018/09/15 20:38:49.911, 37.67 W
2018/09/15 20:38:50.115, 37.67 W
2018/09/15 20:38:50.315, 37.67 W
2018/09/15 20:38:50.516, 37.67 W
2018/09/15 20:38:50.716, 37.67 W
2018/09/15 20:38:50.917, 37.76 W
2018/09/15 20:38:51.120, 37.67 W
2018/09/15 20:38:51.321, 37.76 W
2018/09/15 20:38:51.521, 37.67 W
2018/09/15 20:38:51.722, 37.76 W
2018/09/15 20:38:51.922, 37.57 W
2018/09/15 20:38:52.126, 37.67 W
2018/09/15 20:38:52.327, 37.57 W
2018/09/15 20:38:52.527, 37.76 W
2018/09/15 20:38:52.728, 37.57 W
2018/09/15 20:38:52.928, 37.57 W
2018/09/15 20:38:53.131, 37.67 W
2018/09/15 20:38:53.332, 37.67 W
2018/09/15 20:38:53.533, 37.76 W
2018/09/15 20:38:53.733, 37.67 W
