timestamp, power.draw [W]
2018/11/23 12:09:56.902, 13.47 W
2018/11/23 12:09:57.104, 13.47 W
2018/11/23 12:09:57.305, 13.28 W
2018/11/23 12:09:57.505, 13.28 W
2018/11/23 12:09:57.706, 13.28 W
2018/11/23 12:09:57.907, 13.28 W
2018/11/23 12:09:58.108, 13.28 W
2018/11/23 12:09:58.309, 13.47 W
2018/11/23 12:09:58.510, 13.47 W
2018/11/23 12:09:58.711, 13.47 W
2018/11/23 12:09:58.911, 13.47 W
2018/11/23 12:09:59.112, 13.47 W
2018/11/23 12:09:59.313, 13.47 W
2018/11/23 12:09:59.514, 13.47 W
2018/11/23 12:09:59.715, 13.47 W
2018/11/23 12:09:59.915, 13.47 W
2018/11/23 12:10:00.116, 13.47 W
2018/11/23 12:10:00.317, 15.20 W
2018/11/23 12:10:00.518, 15.20 W
2018/11/23 12:10:00.719, 15.20 W
2018/11/23 12:10:00.919, 15.20 W
2018/11/23 12:10:01.120, 15.20 W
2018/11/23 12:10:01.321, 13.57 W
2018/11/23 12:10:01.522, 13.57 W
2018/11/23 12:10:01.723, 13.57 W
2018/11/23 12:10:01.924, 13.57 W
2018/11/23 12:10:02.124, 13.57 W
2018/11/23 12:10:02.325, 13.86 W
2018/11/23 12:10:02.526, 13.86 W
2018/11/23 12:10:02.727, 13.86 W
2018/11/23 12:10:02.927, 13.86 W
2018/11/23 12:10:03.128, 13.86 W
2018/11/23 12:10:03.329, 13.37 W
2018/11/23 12:10:03.530, 13.37 W
2018/11/23 12:10:03.731, 13.37 W
2018/11/23 12:10:03.932, 13.37 W
2018/11/23 12:10:04.132, 13.37 W
2018/11/23 12:10:04.333, 14.23 W
2018/11/23 12:10:04.534, 14.23 W
2018/11/23 12:10:04.735, 14.23 W
2018/11/23 12:10:04.935, 14.23 W
2018/11/23 12:10:05.136, 14.23 W
2018/11/23 12:10:05.337, 13.17 W
2018/11/23 12:10:05.538, 13.17 W
2018/11/23 12:10:05.739, 13.17 W
2018/11/23 12:10:05.939, 13.17 W
2018/11/23 12:10:06.140, 21.06 W
2018/11/23 12:10:06.341, 35.94 W
2018/11/23 12:10:06.542, 36.71 W
2018/11/23 12:10:06.742, 37.37 W
2018/11/23 12:10:06.943, 36.99 W
2018/11/23 12:10:07.144, 36.42 W
2018/11/23 12:10:07.344, 36.61 W
2018/11/23 12:10:07.545, 36.80 W
2018/11/23 12:10:07.749, 36.51 W
2018/11/23 12:10:07.950, 36.22 W
2018/11/23 12:10:08.150, 36.32 W
2018/11/23 12:10:08.351, 36.51 W
2018/11/23 12:10:08.551, 36.71 W
2018/11/23 12:10:08.752, 36.90 W
2018/11/23 12:10:08.954, 36.32 W
2018/11/23 12:10:09.155, 36.32 W
2018/11/23 12:10:09.355, 36.42 W
2018/11/23 12:10:09.556, 36.42 W
2018/11/23 12:10:09.757, 36.32 W
2018/11/23 12:10:09.957, 36.32 W
2018/11/23 12:10:10.161, 36.32 W
2018/11/23 12:10:10.361, 36.32 W
2018/11/23 12:10:10.562, 36.32 W
2018/11/23 12:10:10.763, 36.22 W
2018/11/23 12:10:10.963, 36.32 W
2018/11/23 12:10:11.164, 36.32 W
2018/11/23 12:10:11.366, 36.22 W
2018/11/23 12:10:11.566, 36.32 W
2018/11/23 12:10:11.767, 36.22 W
2018/11/23 12:10:11.968, 36.22 W
2018/11/23 12:10:12.168, 36.32 W
2018/11/23 12:10:12.369, 36.99 W
2018/11/23 12:10:12.570, 37.09 W
2018/11/23 12:10:12.773, 36.80 W
2018/11/23 12:10:12.974, 38.53 W
2018/11/23 12:10:13.175, 38.72 W
2018/11/23 12:10:13.377, 38.62 W
2018/11/23 12:10:13.580, 38.82 W
2018/11/23 12:10:13.781, 38.73 W
2018/11/23 12:10:13.981, 38.63 W
2018/11/23 12:10:14.182, 38.82 W
2018/11/23 12:10:14.383, 38.73 W
2018/11/23 12:10:14.586, 38.72 W
2018/11/23 12:10:14.787, 38.82 W
2018/11/23 12:10:14.988, 38.82 W
2018/11/23 12:10:15.188, 38.72 W
2018/11/23 12:10:15.389, 38.82 W
2018/11/23 12:10:15.592, 38.73 W
2018/11/23 12:10:15.792, 38.82 W
2018/11/23 12:10:15.993, 38.91 W
2018/11/23 12:10:16.194, 38.72 W
2018/11/23 12:10:16.394, 38.62 W
2018/11/23 12:10:16.599, 38.91 W
2018/11/23 12:10:16.799, 38.63 W
2018/11/23 12:10:17.000, 38.82 W
2018/11/23 12:10:17.201, 38.82 W
2018/11/23 12:10:17.401, 38.82 W
2018/11/23 12:10:17.604, 38.82 W
2018/11/23 12:10:17.805, 38.63 W
