Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-09-16_13:24:59,2800 MHz,1374.0 MHz,0 (N/A) run sudo,4.1 %,40.0 C,40.0 C,20.6 W,21.0 W,939.0 RPM
2018-09-16_13:25:00,2800 MHz,1941.0 MHz,0 (N/A) run sudo,2.0 %,40.0 C,40.0 C,20.8 W,21.0 W,939.0 RPM
2018-09-16_13:25:00,2800 MHz,1843.0 MHz,0 (N/A) run sudo,2.5 %,40.0 C,40.0 C,16.0 W,21.0 W,979.0 RPM
2018-09-16_13:25:00,2800 MHz,1796.0 MHz,0 (N/A) run sudo,1.5 %,40.0 C,40.0 C,15.8 W,21.0 W,994.0 RPM
2018-09-16_13:25:00,2800 MHz,2089.0 MHz,0 (N/A) run sudo,1.1 %,40.0 C,40.0 C,16.2 W,21.0 W,1007.0 RPM
2018-09-16_13:25:01,2800 MHz,1996.0 MHz,0 (N/A) run sudo,1.5 %,40.0 C,40.0 C,15.9 W,21.0 W,1011.0 RPM
2018-09-16_13:25:01,2800 MHz,2124.0 MHz,0 (N/A) run sudo,1.1 %,40.0 C,40.0 C,16.0 W,21.0 W,1013.0 RPM
2018-09-16_13:25:01,2800 MHz,1879.0 MHz,0 (N/A) run sudo,4.0 %,40.0 C,40.0 C,15.9 W,21.0 W,1016.0 RPM
2018-09-16_13:25:01,2800 MHz,1914.0 MHz,0 (N/A) run sudo,3.0 %,40.0 C,40.0 C,16.9 W,21.0 W,1017.0 RPM
2018-09-16_13:25:01,2800 MHz,1841.0 MHz,0 (N/A) run sudo,2.1 %,40.0 C,40.0 C,16.5 W,21.0 W,1018.0 RPM
2018-09-16_13:25:02,2800 MHz,1791.0 MHz,0 (N/A) run sudo,3.7 %,40.0 C,40.0 C,16.3 W,21.0 W,1001.0 RPM
2018-09-16_13:25:02,2800 MHz,1746.0 MHz,0 (N/A) run sudo,5.5 %,40.0 C,40.0 C,17.1 W,21.0 W,939.0 RPM
2018-09-16_13:25:02,2800 MHz,1743.0 MHz,0 (N/A) run sudo,2.2 %,40.0 C,40.0 C,16.1 W,21.0 W,960.0 RPM
2018-09-16_13:25:02,2800 MHz,2053.0 MHz,0 (N/A) run sudo,0.8 %,40.0 C,40.0 C,16.1 W,21.0 W,943.0 RPM
2018-09-16_13:25:03,2800 MHz,2053.0 MHz,0 (N/A) run sudo,1.5 %,40.0 C,40.0 C,15.9 W,21.0 W,935.0 RPM
2018-09-16_13:25:03,2800 MHz,2033.0 MHz,0 (N/A) run sudo,1.1 %,40.0 C,40.0 C,16.0 W,21.0 W,930.0 RPM
2018-09-16_13:25:03,2800 MHz,1995.0 MHz,0 (N/A) run sudo,1.5 %,40.0 C,40.0 C,16.2 W,21.0 W,928.0 RPM
2018-09-16_13:25:03,2800 MHz,1964.0 MHz,0 (N/A) run sudo,1.9 %,40.0 C,40.0 C,16.2 W,21.0 W,926.0 RPM
2018-09-16_13:25:03,2800 MHz,2002.0 MHz,0 (N/A) run sudo,2.3 %,40.0 C,40.0 C,16.1 W,21.0 W,925.0 RPM
2018-09-16_13:25:04,2800 MHz,2009.0 MHz,0 (N/A) run sudo,2.1 %,40.0 C,40.0 C,16.3 W,21.0 W,945.0 RPM
2018-09-16_13:25:04,2800 MHz,2019.0 MHz,0 (N/A) run sudo,2.4 %,40.0 C,40.0 C,16.1 W,21.0 W,1017.0 RPM
2018-09-16_13:25:04,2800 MHz,2179.0 MHz,0 (N/A) run sudo,3.0 %,40.0 C,40.0 C,16.5 W,21.0 W,996.0 RPM
2018-09-16_13:25:04,2800 MHz,2017.0 MHz,0 (N/A) run sudo,1.1 %,40.0 C,40.0 C,15.9 W,21.0 W,1007.0 RPM
2018-09-16_13:25:05,2800 MHz,1867.0 MHz,0 (N/A) run sudo,1.7 %,40.0 C,40.0 C,16.2 W,21.0 W,1011.0 RPM
2018-09-16_13:25:05,2800 MHz,1746.0 MHz,0 (N/A) run sudo,1.5 %,40.0 C,40.0 C,16.2 W,21.0 W,1014.0 RPM
