Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-11-23_14:38:16,2800 MHz,1665.0 MHz,0 (N/A) run sudo,4.3 %,45.0 C,45.0 C,20.9 W,33.0 W,943.0 RPM
2018-11-23_14:38:17,2800 MHz,1944.0 MHz,0 (N/A) run sudo,4.7 %,45.0 C,45.0 C,20.9 W,33.0 W,942.0 RPM
2018-11-23_14:38:17,2800 MHz,1887.0 MHz,0 (N/A) run sudo,4.2 %,45.0 C,45.0 C,20.8 W,33.0 W,962.0 RPM
2018-11-23_14:38:17,2800 MHz,1753.0 MHz,0 (N/A) run sudo,4.4 %,45.0 C,45.0 C,21.5 W,33.0 W,993.0 RPM
2018-11-23_14:38:17,2800 MHz,1801.0 MHz,0 (N/A) run sudo,4.9 %,45.0 C,45.0 C,21.7 W,33.0 W,1015.0 RPM
2018-11-23_14:38:17,2800 MHz,1717.0 MHz,0 (N/A) run sudo,4.0 %,45.0 C,45.0 C,22.1 W,33.0 W,1027.0 RPM
2018-11-23_14:38:18,2800 MHz,1755.0 MHz,0 (N/A) run sudo,4.6 %,44.0 C,45.0 C,21.0 W,33.0 W,1033.0 RPM
2018-11-23_14:38:18,2800 MHz,1718.0 MHz,0 (N/A) run sudo,5.1 %,44.0 C,45.0 C,21.1 W,33.0 W,1035.0 RPM
2018-11-23_14:38:18,2800 MHz,1679.0 MHz,0 (N/A) run sudo,4.6 %,44.0 C,45.0 C,20.6 W,33.0 W,1037.0 RPM
2018-11-23_14:38:18,2800 MHz,1813.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,20.3 W,33.0 W,1038.0 RPM
2018-11-23_14:38:19,2800 MHz,1985.0 MHz,0 (N/A) run sudo,4.3 %,44.0 C,45.0 C,20.2 W,33.0 W,1038.0 RPM
2018-11-23_14:38:19,2800 MHz,1928.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,20.1 W,33.0 W,979.0 RPM
2018-11-23_14:38:19,2800 MHz,2000.0 MHz,0 (N/A) run sudo,4.5 %,44.0 C,45.0 C,19.9 W,33.0 W,991.0 RPM
2018-11-23_14:38:19,2800 MHz,1918.0 MHz,0 (N/A) run sudo,5.0 %,44.0 C,45.0 C,20.2 W,33.0 W,969.0 RPM
2018-11-23_14:38:19,2800 MHz,1853.0 MHz,0 (N/A) run sudo,4.3 %,44.0 C,45.0 C,20.1 W,33.0 W,961.0 RPM
2018-11-23_14:38:20,2800 MHz,1851.0 MHz,0 (N/A) run sudo,4.3 %,44.0 C,45.0 C,20.0 W,33.0 W,952.0 RPM
2018-11-23_14:38:20,2800 MHz,1921.0 MHz,0 (N/A) run sudo,4.2 %,44.0 C,45.0 C,20.0 W,33.0 W,947.0 RPM
2018-11-23_14:38:20,2800 MHz,1978.0 MHz,0 (N/A) run sudo,4.5 %,44.0 C,45.0 C,20.2 W,33.0 W,944.0 RPM
2018-11-23_14:38:20,2800 MHz,2016.0 MHz,0 (N/A) run sudo,4.9 %,44.0 C,45.0 C,20.0 W,33.0 W,943.0 RPM
2018-11-23_14:38:21,2800 MHz,1823.0 MHz,0 (N/A) run sudo,6.0 %,44.0 C,45.0 C,20.3 W,33.0 W,941.0 RPM
2018-11-23_14:38:21,2800 MHz,1983.0 MHz,0 (N/A) run sudo,4.1 %,44.0 C,45.0 C,20.3 W,33.0 W,973.0 RPM
2018-11-23_14:38:21,2800 MHz,1869.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,20.8 W,33.0 W,999.0 RPM
2018-11-23_14:38:21,2800 MHz,1891.0 MHz,0 (N/A) run sudo,4.3 %,44.0 C,45.0 C,20.1 W,33.0 W,1065.0 RPM
2018-11-23_14:38:21,2800 MHz,1855.0 MHz,0 (N/A) run sudo,4.0 %,44.0 C,45.0 C,20.4 W,33.0 W,1028.0 RPM
2018-11-23_14:38:22,2800 MHz,1965.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,20.0 W,33.0 W,1033.0 RPM
2018-11-23_14:38:22,2800 MHz,1913.0 MHz,0 (N/A) run sudo,4.2 %,44.0 C,45.0 C,20.2 W,33.0 W,1036.0 RPM
2018-11-23_14:38:22,2800 MHz,2012.0 MHz,0 (N/A) run sudo,4.7 %,43.0 C,45.0 C,20.1 W,33.0 W,1037.0 RPM
2018-11-23_14:38:22,2800 MHz,1893.0 MHz,0 (N/A) run sudo,4.5 %,43.0 C,45.0 C,20.2 W,33.0 W,1038.0 RPM
2018-11-23_14:38:23,2800 MHz,2000.0 MHz,0 (N/A) run sudo,4.3 %,43.0 C,45.0 C,19.8 W,33.0 W,1039.0 RPM
2018-11-23_14:38:23,2800 MHz,1957.0 MHz,0 (N/A) run sudo,4.7 %,43.0 C,45.0 C,19.9 W,33.0 W,981.0 RPM
2018-11-23_14:38:23,2800 MHz,1865.0 MHz,0 (N/A) run sudo,4.3 %,43.0 C,45.0 C,20.7 W,33.0 W,992.0 RPM
2018-11-23_14:38:23,2800 MHz,1859.0 MHz,0 (N/A) run sudo,5.6 %,45.0 C,45.0 C,21.6 W,33.0 W,971.0 RPM
2018-11-23_14:38:23,2800 MHz,2156.0 MHz,0 (N/A) run sudo,4.6 %,45.0 C,45.0 C,20.7 W,33.0 W,960.0 RPM
2018-11-23_14:38:24,2800 MHz,2015.0 MHz,0 (N/A) run sudo,4.7 %,45.0 C,45.0 C,20.3 W,33.0 W,951.0 RPM
2018-11-23_14:38:24,2800 MHz,1855.0 MHz,0 (N/A) run sudo,4.2 %,45.0 C,45.0 C,19.7 W,33.0 W,946.0 RPM
2018-11-23_14:38:24,2800 MHz,1945.0 MHz,0 (N/A) run sudo,4.5 %,45.0 C,45.0 C,20.5 W,33.0 W,943.0 RPM
2018-11-23_14:38:24,2800 MHz,1821.0 MHz,0 (N/A) run sudo,4.2 %,44.0 C,45.0 C,20.1 W,33.0 W,942.0 RPM
2018-11-23_14:38:25,2800 MHz,1889.0 MHz,0 (N/A) run sudo,8.2 %,44.0 C,45.0 C,21.8 W,33.0 W,941.0 RPM
2018-11-23_14:38:25,2800 MHz,2160.0 MHz,0 (N/A) run sudo,8.6 %,44.0 C,45.0 C,20.7 W,33.0 W,1012.0 RPM
2018-11-23_14:38:25,2800 MHz,2190.0 MHz,0 (N/A) run sudo,8.6 %,44.0 C,45.0 C,20.4 W,33.0 W,998.0 RPM
2018-11-23_14:38:25,2800 MHz,2011.0 MHz,0 (N/A) run sudo,8.8 %,44.0 C,45.0 C,20.5 W,33.0 W,1063.0 RPM
2018-11-23_14:38:25,2800 MHz,2168.0 MHz,0 (N/A) run sudo,8.3 %,44.0 C,45.0 C,20.1 W,33.0 W,1027.0 RPM
2018-11-23_14:38:26,2800 MHz,2019.0 MHz,0 (N/A) run sudo,9.1 %,44.0 C,45.0 C,20.4 W,33.0 W,1031.0 RPM
2018-11-23_14:38:26,2800 MHz,1984.0 MHz,0 (N/A) run sudo,8.8 %,44.0 C,45.0 C,20.4 W,33.0 W,1034.0 RPM
2018-11-23_14:38:26,2800 MHz,2089.0 MHz,0 (N/A) run sudo,9.4 %,44.0 C,45.0 C,21.3 W,33.0 W,1036.0 RPM
2018-11-23_14:38:26,2800 MHz,2158.0 MHz,0 (N/A) run sudo,8.6 %,44.0 C,45.0 C,20.1 W,33.0 W,1038.0 RPM
2018-11-23_14:38:27,2800 MHz,2021.0 MHz,0 (N/A) run sudo,8.4 %,45.0 C,45.0 C,20.3 W,33.0 W,1038.0 RPM
2018-11-23_14:38:27,2800 MHz,1973.0 MHz,0 (N/A) run sudo,9.1 %,45.0 C,45.0 C,20.2 W,33.0 W,981.0 RPM
2018-11-23_14:38:27,2800 MHz,2012.0 MHz,0 (N/A) run sudo,9.5 %,45.0 C,45.0 C,21.8 W,33.0 W,993.0 RPM
2018-11-23_14:38:27,2800 MHz,2078.0 MHz,0 (N/A) run sudo,9.1 %,45.0 C,45.0 C,22.7 W,33.0 W,975.0 RPM
2018-11-23_14:38:27,2800 MHz,2040.0 MHz,0 (N/A) run sudo,9.1 %,45.0 C,45.0 C,25.4 W,33.0 W,960.0 RPM
2018-11-23_14:38:28,2800 MHz,2151.0 MHz,0 (N/A) run sudo,9.5 %,45.0 C,45.0 C,23.1 W,33.0 W,952.0 RPM
2018-11-23_14:38:28,2800 MHz,1984.0 MHz,0 (N/A) run sudo,9.7 %,45.0 C,45.0 C,23.2 W,33.0 W,946.0 RPM
2018-11-23_14:38:28,2800 MHz,2081.0 MHz,0 (N/A) run sudo,8.6 %,45.0 C,45.0 C,21.3 W,33.0 W,943.0 RPM
2018-11-23_14:38:28,2800 MHz,2054.0 MHz,0 (N/A) run sudo,6.2 %,45.0 C,45.0 C,22.8 W,33.0 W,941.0 RPM
2018-11-23_14:38:29,2800 MHz,1850.0 MHz,0 (N/A) run sudo,4.7 %,45.0 C,45.0 C,21.2 W,33.0 W,940.0 RPM
2018-11-23_14:38:29,2800 MHz,1753.0 MHz,0 (N/A) run sudo,4.4 %,44.0 C,45.0 C,21.3 W,33.0 W,1010.0 RPM
2018-11-23_14:38:29,2800 MHz,1771.0 MHz,0 (N/A) run sudo,4.2 %,44.0 C,45.0 C,21.3 W,33.0 W,996.0 RPM
2018-11-23_14:38:29,2800 MHz,1775.0 MHz,0 (N/A) run sudo,4.2 %,44.0 C,45.0 C,21.2 W,33.0 W,1062.0 RPM
2018-11-23_14:38:29,2800 MHz,1759.0 MHz,0 (N/A) run sudo,4.5 %,44.0 C,45.0 C,21.1 W,33.0 W,1027.0 RPM
2018-11-23_14:38:30,2800 MHz,1806.0 MHz,0 (N/A) run sudo,4.4 %,44.0 C,45.0 C,21.1 W,33.0 W,1031.0 RPM
2018-11-23_14:38:30,2800 MHz,1845.0 MHz,0 (N/A) run sudo,4.6 %,44.0 C,45.0 C,21.0 W,33.0 W,1035.0 RPM
2018-11-23_14:38:30,2800 MHz,1774.0 MHz,0 (N/A) run sudo,4.6 %,44.0 C,45.0 C,20.9 W,33.0 W,1037.0 RPM
2018-11-23_14:38:30,2800 MHz,1753.0 MHz,0 (N/A) run sudo,4.4 %,44.0 C,45.0 C,20.7 W,33.0 W,1038.0 RPM
2018-11-23_14:38:30,2800 MHz,1718.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,20.8 W,33.0 W,1039.0 RPM
2018-11-23_14:38:31,2800 MHz,1948.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,21.0 W,33.0 W,982.0 RPM
2018-11-23_14:38:31,2800 MHz,1832.0 MHz,0 (N/A) run sudo,4.9 %,44.0 C,45.0 C,21.2 W,33.0 W,994.0 RPM
2018-11-23_14:38:31,2800 MHz,1677.0 MHz,0 (N/A) run sudo,4.4 %,44.0 C,45.0 C,21.1 W,33.0 W,938.0 RPM
2018-11-23_14:38:31,2800 MHz,1609.0 MHz,0 (N/A) run sudo,4.9 %,44.0 C,45.0 C,20.9 W,33.0 W,960.0 RPM
2018-11-23_14:38:32,2800 MHz,1590.0 MHz,0 (N/A) run sudo,4.1 %,44.0 C,45.0 C,22.9 W,33.0 W,951.0 RPM
2018-11-23_14:38:32,2800 MHz,1714.0 MHz,0 (N/A) run sudo,5.0 %,44.0 C,45.0 C,20.9 W,33.0 W,947.0 RPM
2018-11-23_14:38:32,2800 MHz,1604.0 MHz,0 (N/A) run sudo,4.8 %,44.0 C,45.0 C,21.2 W,33.0 W,944.0 RPM
2018-11-23_14:38:32,2800 MHz,1621.0 MHz,0 (N/A) run sudo,5.0 %,44.0 C,45.0 C,21.3 W,33.0 W,942.0 RPM
2018-11-23_14:38:32,2800 MHz,1746.0 MHz,0 (N/A) run sudo,4.7 %,44.0 C,45.0 C,21.2 W,33.0 W,941.0 RPM
2018-11-23_14:38:33,2800 MHz,2018.0 MHz,0 (N/A) run sudo,4.5 %,44.0 C,45.0 C,21.2 W,33.0 W,1009.0 RPM
2018-11-23_14:38:33,2800 MHz,1850.0 MHz,0 (N/A) run sudo,5.0 %,44.0 C,45.0 C,21.6 W,33.0 W,1003.0 RPM
2018-11-23_14:38:33,2800 MHz,1765.0 MHz,0 (N/A) run sudo,5.4 %,44.0 C,45.0 C,22.5 W,33.0 W,1020.0 RPM
2018-11-23_14:38:33,2800 MHz,2045.0 MHz,0 (N/A) run sudo,9.1 %,44.0 C,45.0 C,22.3 W,33.0 W,1026.0 RPM
2018-11-23_14:38:34,2800 MHz,1945.0 MHz,0 (N/A) run sudo,8.9 %,44.0 C,45.0 C,22.2 W,33.0 W,1032.0 RPM
2018-11-23_14:38:34,2800 MHz,2026.0 MHz,0 (N/A) run sudo,9.0 %,44.0 C,45.0 C,25.9 W,33.0 W,1035.0 RPM
2018-11-23_14:38:34,2800 MHz,1697.0 MHz,0 (N/A) run sudo,10.9 %,44.0 C,45.0 C,27.6 W,33.0 W,1037.0 RPM
2018-11-23_14:38:34,2800 MHz,1556.0 MHz,0 (N/A) run sudo,16.4 %,45.0 C,45.0 C,26.8 W,33.0 W,1037.0 RPM
2018-11-23_14:38:34,2800 MHz,1547.0 MHz,0 (N/A) run sudo,15.1 %,45.0 C,45.0 C,26.2 W,33.0 W,1037.0 RPM
2018-11-23_14:38:35,2800 MHz,1555.0 MHz,0 (N/A) run sudo,15.3 %,45.0 C,45.0 C,26.5 W,33.0 W,1016.0 RPM
2018-11-23_14:38:35,2800 MHz,1551.0 MHz,0 (N/A) run sudo,17.0 %,45.0 C,45.0 C,27.4 W,33.0 W,986.0 RPM
2018-11-23_14:38:35,2800 MHz,1581.0 MHz,0 (N/A) run sudo,15.7 %,45.0 C,45.0 C,26.4 W,33.0 W,970.0 RPM
2018-11-23_14:38:35,2800 MHz,1579.0 MHz,0 (N/A) run sudo,16.0 %,45.0 C,45.0 C,26.4 W,33.0 W,956.0 RPM
2018-11-23_14:38:36,2800 MHz,1658.0 MHz,0 (N/A) run sudo,16.1 %,45.0 C,45.0 C,26.7 W,33.0 W,950.0 RPM
2018-11-23_14:38:36,2800 MHz,1575.0 MHz,0 (N/A) run sudo,15.9 %,45.0 C,45.0 C,28.2 W,33.0 W,944.0 RPM
2018-11-23_14:38:36,2800 MHz,1583.0 MHz,0 (N/A) run sudo,17.7 %,45.0 C,45.0 C,28.0 W,33.0 W,942.0 RPM
2018-11-23_14:38:36,2800 MHz,1595.0 MHz,0 (N/A) run sudo,15.5 %,45.0 C,45.0 C,27.2 W,33.0 W,941.0 RPM
2018-11-23_14:38:36,2800 MHz,1560.0 MHz,0 (N/A) run sudo,16.5 %,45.0 C,45.0 C,27.9 W,33.0 W,940.0 RPM
2018-11-23_14:38:37,2800 MHz,1616.0 MHz,0 (N/A) run sudo,16.8 %,45.0 C,45.0 C,27.9 W,33.0 W,977.0 RPM
2018-11-23_14:38:37,2800 MHz,1577.0 MHz,0 (N/A) run sudo,16.8 %,45.0 C,45.0 C,28.0 W,33.0 W,1001.0 RPM
2018-11-23_14:38:37,2800 MHz,1572.0 MHz,0 (N/A) run sudo,17.9 %,45.0 C,45.0 C,27.5 W,33.0 W,1065.0 RPM
2018-11-23_14:38:37,2800 MHz,1554.0 MHz,0 (N/A) run sudo,16.3 %,45.0 C,45.0 C,27.2 W,33.0 W,1028.0 RPM
2018-11-23_14:38:38,2800 MHz,1565.0 MHz,0 (N/A) run sudo,16.8 %,45.0 C,45.0 C,27.3 W,33.0 W,1033.0 RPM
2018-11-23_14:38:38,2800 MHz,1581.0 MHz,0 (N/A) run sudo,15.1 %,45.0 C,45.0 C,28.1 W,33.0 W,1035.0 RPM
2018-11-23_14:38:38,2800 MHz,1527.0 MHz,0 (N/A) run sudo,16.7 %,45.0 C,45.0 C,27.6 W,33.0 W,1036.0 RPM
2018-11-23_14:38:38,2800 MHz,1560.0 MHz,0 (N/A) run sudo,14.3 %,45.0 C,45.0 C,26.7 W,33.0 W,1037.0 RPM
2018-11-23_14:38:38,2800 MHz,1579.0 MHz,0 (N/A) run sudo,15.7 %,45.0 C,45.0 C,26.1 W,33.0 W,1034.0 RPM
2018-11-23_14:38:39,2800 MHz,1588.0 MHz,0 (N/A) run sudo,17.4 %,46.0 C,46.0 C,26.8 W,33.0 W,1008.0 RPM
2018-11-23_14:38:39,2800 MHz,1653.0 MHz,0 (N/A) run sudo,17.4 %,46.0 C,46.0 C,27.1 W,33.0 W,981.0 RPM
2018-11-23_14:38:39,2800 MHz,1694.0 MHz,0 (N/A) run sudo,17.1 %,46.0 C,46.0 C,26.1 W,33.0 W,966.0 RPM
2018-11-23_14:38:39,2800 MHz,1565.0 MHz,0 (N/A) run sudo,15.0 %,46.0 C,46.0 C,27.0 W,33.0 W,956.0 RPM
2018-11-23_14:38:40,2800 MHz,1569.0 MHz,0 (N/A) run sudo,16.9 %,46.0 C,46.0 C,28.1 W,33.0 W,948.0 RPM
2018-11-23_14:38:40,2800 MHz,1648.0 MHz,0 (N/A) run sudo,15.5 %,45.0 C,46.0 C,28.3 W,33.0 W,944.0 RPM
2018-11-23_14:38:40,2800 MHz,1574.0 MHz,0 (N/A) run sudo,17.8 %,45.0 C,46.0 C,27.8 W,33.0 W,942.0 RPM
2018-11-23_14:38:40,2800 MHz,1569.0 MHz,0 (N/A) run sudo,15.8 %,45.0 C,46.0 C,25.9 W,33.0 W,941.0 RPM
2018-11-23_14:38:41,2800 MHz,1623.0 MHz,0 (N/A) run sudo,18.2 %,45.0 C,46.0 C,25.1 W,33.0 W,940.0 RPM
2018-11-23_14:38:41,2800 MHz,1662.0 MHz,0 (N/A) run sudo,16.9 %,45.0 C,46.0 C,25.9 W,33.0 W,987.0 RPM
2018-11-23_14:38:41,2800 MHz,1711.0 MHz,0 (N/A) run sudo,16.1 %,44.0 C,46.0 C,25.0 W,33.0 W,1012.0 RPM
2018-11-23_14:38:41,2800 MHz,1662.0 MHz,0 (N/A) run sudo,15.5 %,44.0 C,46.0 C,25.4 W,33.0 W,1022.0 RPM
2018-11-23_14:38:41,2800 MHz,1635.0 MHz,0 (N/A) run sudo,18.9 %,44.0 C,46.0 C,26.1 W,33.0 W,1030.0 RPM
2018-11-23_14:38:42,2800 MHz,1601.0 MHz,0 (N/A) run sudo,16.2 %,44.0 C,46.0 C,25.5 W,33.0 W,1033.0 RPM
2018-11-23_14:38:42,2800 MHz,1540.0 MHz,0 (N/A) run sudo,16.9 %,44.0 C,46.0 C,25.5 W,33.0 W,1036.0 RPM
2018-11-23_14:38:42,2800 MHz,1559.0 MHz,0 (N/A) run sudo,16.1 %,45.0 C,46.0 C,26.7 W,33.0 W,1037.0 RPM
2018-11-23_14:38:42,2800 MHz,1649.0 MHz,0 (N/A) run sudo,15.3 %,45.0 C,46.0 C,26.4 W,33.0 W,1038.0 RPM
2018-11-23_14:38:43,2800 MHz,1629.0 MHz,0 (N/A) run sudo,14.2 %,45.0 C,46.0 C,25.4 W,33.0 W,1035.0 RPM
2018-11-23_14:38:43,2800 MHz,1595.0 MHz,0 (N/A) run sudo,15.1 %,45.0 C,46.0 C,26.4 W,33.0 W,1010.0 RPM
2018-11-23_14:38:43,2800 MHz,1609.0 MHz,0 (N/A) run sudo,14.8 %,45.0 C,46.0 C,26.1 W,33.0 W,942.0 RPM
