timestamp, power.draw [W]
2018/09/15 19:48:09.363, 12.99 W
2018/09/15 19:48:09.565, 12.99 W
2018/09/15 19:48:09.766, 13.37 W
2018/09/15 19:48:09.967, 13.37 W
2018/09/15 19:48:10.168, 13.37 W
2018/09/15 19:48:10.369, 13.37 W
2018/09/15 19:48:10.569, 13.37 W
2018/09/15 19:48:10.770, 12.89 W
2018/09/15 19:48:10.971, 12.89 W
2018/09/15 19:48:11.172, 12.89 W
2018/09/15 19:48:11.373, 12.89 W
2018/09/15 19:48:11.573, 12.89 W
2018/09/15 19:48:11.774, 13.57 W
2018/09/15 19:48:11.975, 13.57 W
2018/09/15 19:48:12.176, 13.57 W
2018/09/15 19:48:12.376, 13.57 W
2018/09/15 19:48:12.577, 13.57 W
2018/09/15 19:48:12.778, 16.84 W
2018/09/15 19:48:12.978, 16.84 W
2018/09/15 19:48:13.179, 16.84 W
2018/09/15 19:48:13.380, 16.84 W
2018/09/15 19:48:13.581, 16.84 W
2018/09/15 19:48:13.782, 13.18 W
2018/09/15 19:48:13.982, 13.18 W
2018/09/15 19:48:14.183, 13.18 W
2018/09/15 19:48:14.384, 13.18 W
2018/09/15 19:48:14.585, 13.18 W
2018/09/15 19:48:14.786, 21.18 W
2018/09/15 19:48:14.987, 21.18 W
2018/09/15 19:48:15.188, 21.18 W
2018/09/15 19:48:15.388, 21.18 W
2018/09/15 19:48:15.589, 21.18 W
2018/09/15 19:48:15.790, 13.09 W
2018/09/15 19:48:15.991, 13.09 W
2018/09/15 19:48:16.192, 13.09 W
2018/09/15 19:48:16.392, 13.09 W
2018/09/15 19:48:16.593, 13.09 W
2018/09/15 19:48:16.794, 12.99 W
2018/09/15 19:48:16.994, 12.99 W
2018/09/15 19:48:17.195, 12.99 W
2018/09/15 19:48:17.396, 12.99 W
2018/09/15 19:48:17.597, 12.99 W
2018/09/15 19:48:17.797, 13.18 W
2018/09/15 19:48:17.998, 18.57 W
2018/09/15 19:48:18.209, 35.46 W
2018/09/15 19:48:18.415, 36.13 W
2018/09/15 19:48:18.620, 37.19 W
2018/09/15 19:48:18.823, 36.22 W
2018/09/15 19:48:19.026, 36.44 W
2018/09/15 19:48:19.226, 36.34 W
2018/09/15 19:48:19.427, 36.44 W
2018/09/15 19:48:19.628, 36.05 W
2018/09/15 19:48:19.828, 35.76 W
2018/09/15 19:48:20.029, 36.05 W
2018/09/15 19:48:20.229, 35.76 W
2018/09/15 19:48:20.430, 35.76 W
2018/09/15 19:48:20.634, 36.53 W
2018/09/15 19:48:20.835, 36.44 W
2018/09/15 19:48:21.035, 36.24 W
2018/09/15 19:48:21.236, 36.15 W
2018/09/15 19:48:21.437, 35.86 W
2018/09/15 19:48:21.637, 35.67 W
2018/09/15 19:48:21.838, 35.86 W
2018/09/15 19:48:22.038, 35.76 W
2018/09/15 19:48:22.239, 35.86 W
2018/09/15 19:48:22.439, 35.76 W
2018/09/15 19:48:22.643, 35.76 W
2018/09/15 19:48:22.844, 35.67 W
2018/09/15 19:48:23.044, 36.05 W
2018/09/15 19:48:23.245, 35.67 W
2018/09/15 19:48:23.446, 35.86 W
2018/09/15 19:48:23.646, 36.80 W
2018/09/15 19:48:23.847, 36.80 W
2018/09/15 19:48:24.055, 36.71 W
2018/09/15 19:48:24.256, 36.80 W
2018/09/15 19:48:24.456, 36.99 W
