Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-09-15_20:53:53,2800 MHz,1762.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.3 W,21.0 W,1003.0 RPM
2018-09-15_20:53:53,2800 MHz,1762.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.9 W,21.0 W,1014.0 RPM
2018-09-15_20:53:54,2800 MHz,1651.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.5 W,21.0 W,1065.0 RPM
2018-09-15_20:53:54,2800 MHz,1740.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.8 W,21.0 W,1022.0 RPM
2018-09-15_20:53:54,2800 MHz,1675.0 MHz,0 (N/A) run sudo,1.9 %,42.0 C,42.0 C,15.8 W,21.0 W,1023.0 RPM
2018-09-15_20:53:54,2800 MHz,1649.0 MHz,0 (N/A) run sudo,2.8 %,42.0 C,42.0 C,16.0 W,21.0 W,1024.0 RPM
2018-09-15_20:53:55,2800 MHz,1664.0 MHz,0 (N/A) run sudo,2.6 %,42.0 C,42.0 C,15.7 W,21.0 W,1025.0 RPM
2018-09-15_20:53:55,2800 MHz,1680.0 MHz,0 (N/A) run sudo,2.2 %,42.0 C,42.0 C,15.7 W,21.0 W,1006.0 RPM
2018-09-15_20:53:55,2800 MHz,1770.0 MHz,0 (N/A) run sudo,3.6 %,42.0 C,42.0 C,15.9 W,21.0 W,944.0 RPM
2018-09-15_20:53:55,2800 MHz,1681.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.5 W,21.0 W,960.0 RPM
2018-09-15_20:53:55,2800 MHz,1664.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.9 W,21.0 W,949.0 RPM
2018-09-15_20:53:56,2800 MHz,1616.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.9 W,21.0 W,940.0 RPM
2018-09-15_20:53:56,2800 MHz,1721.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,42.0 C,15.8 W,21.0 W,935.0 RPM
2018-09-15_20:53:56,2800 MHz,1673.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,42.0 C,15.5 W,21.0 W,932.0 RPM
2018-09-15_20:53:56,2800 MHz,1654.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.7 W,21.0 W,931.0 RPM
2018-09-15_20:53:57,2800 MHz,1681.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,16.0 W,21.0 W,930.0 RPM
2018-09-15_20:53:57,2800 MHz,1697.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,42.0 C,15.6 W,21.0 W,952.0 RPM
2018-09-15_20:53:57,2800 MHz,1689.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,42.0 C,15.6 W,21.0 W,982.0 RPM
2018-09-15_20:53:57,2800 MHz,1621.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,42.0 C,17.1 W,21.0 W,1003.0 RPM
2018-09-15_20:53:57,2800 MHz,1939.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,16.5 W,21.0 W,1014.0 RPM
2018-09-15_20:53:58,2800 MHz,1777.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,42.0 C,15.7 W,21.0 W,1018.0 RPM
2018-09-15_20:53:58,2800 MHz,1630.0 MHz,0 (N/A) run sudo,2.6 %,42.0 C,42.0 C,15.8 W,21.0 W,1021.0 RPM
2018-09-15_20:53:58,2800 MHz,1749.0 MHz,0 (N/A) run sudo,2.4 %,42.0 C,42.0 C,15.8 W,21.0 W,1022.0 RPM
2018-09-15_20:53:58,2800 MHz,1668.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.9 W,21.0 W,1024.0 RPM
2018-09-15_20:53:59,2800 MHz,1647.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,16.0 W,21.0 W,1024.0 RPM
2018-09-15_20:53:59,2800 MHz,1745.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,42.0 C,15.7 W,21.0 W,1005.0 RPM
2018-09-15_20:53:59,2800 MHz,1652.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,42.0 C,15.8 W,21.0 W,942.0 RPM
2018-09-15_20:53:59,2800 MHz,1629.0 MHz,0 (N/A) run sudo,1.5 %,41.0 C,42.0 C,15.6 W,21.0 W,960.0 RPM
2018-09-15_20:53:59,2800 MHz,1645.0 MHz,0 (N/A) run sudo,1.5 %,41.0 C,42.0 C,15.8 W,21.0 W,950.0 RPM
2018-09-15_20:54:00,2800 MHz,1685.0 MHz,0 (N/A) run sudo,1.3 %,41.0 C,42.0 C,15.5 W,21.0 W,941.0 RPM
2018-09-15_20:54:00,2800 MHz,1697.0 MHz,0 (N/A) run sudo,2.6 %,41.0 C,42.0 C,15.8 W,21.0 W,937.0 RPM
2018-09-15_20:54:00,2800 MHz,1635.0 MHz,0 (N/A) run sudo,1.3 %,41.0 C,42.0 C,15.8 W,21.0 W,933.0 RPM
2018-09-15_20:54:00,2800 MHz,1660.0 MHz,0 (N/A) run sudo,2.0 %,41.0 C,42.0 C,16.0 W,21.0 W,932.0 RPM
2018-09-15_20:54:01,2800 MHz,1752.0 MHz,0 (N/A) run sudo,1.3 %,41.0 C,42.0 C,16.1 W,21.0 W,931.0 RPM
2018-09-15_20:54:01,2800 MHz,1707.0 MHz,0 (N/A) run sudo,1.5 %,41.0 C,42.0 C,16.1 W,21.0 W,952.0 RPM
2018-09-15_20:54:01,2800 MHz,1660.0 MHz,0 (N/A) run sudo,3.2 %,41.0 C,42.0 C,15.8 W,21.0 W,988.0 RPM
2018-09-15_20:54:01,2800 MHz,1737.0 MHz,0 (N/A) run sudo,1.5 %,41.0 C,42.0 C,15.6 W,21.0 W,1005.0 RPM
2018-09-15_20:54:01,2800 MHz,1672.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,42.0 C,16.2 W,21.0 W,1013.0 RPM
2018-09-15_20:54:02,2800 MHz,1720.0 MHz,0 (N/A) run sudo,1.6 %,41.0 C,42.0 C,15.7 W,21.0 W,1018.0 RPM
2018-09-15_20:54:02,2800 MHz,1712.0 MHz,0 (N/A) run sudo,1.3 %,41.0 C,42.0 C,15.9 W,21.0 W,1021.0 RPM
2018-09-15_20:54:02,2800 MHz,1662.0 MHz,0 (N/A) run sudo,1.9 %,41.0 C,42.0 C,15.6 W,21.0 W,1021.0 RPM
2018-09-15_20:54:02,2800 MHz,1616.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.5 W,21.0 W,1022.0 RPM
2018-09-15_20:54:03,2800 MHz,1678.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.6 W,21.0 W,1023.0 RPM
2018-09-15_20:54:03,2800 MHz,1550.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.8 W,21.0 W,1005.0 RPM
2018-09-15_20:54:03,2800 MHz,1703.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.8 W,21.0 W,976.0 RPM
2018-09-15_20:54:03,2800 MHz,1663.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,42.0 C,15.6 W,21.0 W,956.0 RPM
2018-09-15_20:54:03,2800 MHz,1663.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.8 W,21.0 W,946.0 RPM
2018-09-15_20:54:04,2800 MHz,1666.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,15.1 W,21.0 W,938.0 RPM
2018-09-15_20:54:04,2800 MHz,1676.0 MHz,0 (N/A) run sudo,3.2 %,42.0 C,42.0 C,15.8 W,21.0 W,936.0 RPM
2018-09-15_20:54:04,2800 MHz,1757.0 MHz,0 (N/A) run sudo,2.3 %,42.0 C,42.0 C,16.6 W,21.0 W,932.0 RPM
2018-09-15_20:54:04,2800 MHz,1992.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,42.0 C,16.0 W,21.0 W,931.0 RPM
2018-09-15_20:54:05,2800 MHz,1637.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,42.0 C,15.6 W,21.0 W,930.0 RPM
2018-09-15_20:54:05,2800 MHz,1682.0 MHz,0 (N/A) run sudo,4.3 %,41.0 C,42.0 C,20.1 W,21.0 W,962.0 RPM
2018-09-15_20:54:05,2800 MHz,2128.0 MHz,0 (N/A) run sudo,5.9 %,41.0 C,42.0 C,25.1 W,26.0 W,993.0 RPM
2018-09-15_20:54:05,2800 MHz,2132.0 MHz,0 (N/A) run sudo,5.3 %,41.0 C,42.0 C,25.4 W,26.0 W,1005.0 RPM
2018-09-15_20:54:05,2800 MHz,2070.0 MHz,0 (N/A) run sudo,5.9 %,41.0 C,42.0 C,25.7 W,26.0 W,1012.0 RPM
2018-09-15_20:54:06,2800 MHz,2123.0 MHz,0 (N/A) run sudo,5.5 %,43.0 C,43.0 C,23.0 W,26.0 W,1017.0 RPM
2018-09-15_20:54:06,2800 MHz,2075.0 MHz,0 (N/A) run sudo,6.0 %,43.0 C,43.0 C,16.0 W,26.0 W,1020.0 RPM
2018-09-15_20:54:06,2800 MHz,1970.0 MHz,0 (N/A) run sudo,5.9 %,43.0 C,43.0 C,16.0 W,26.0 W,1022.0 RPM
2018-09-15_20:54:06,2800 MHz,1970.0 MHz,0 (N/A) run sudo,6.1 %,43.0 C,43.0 C,16.0 W,26.0 W,1023.0 RPM
2018-09-15_20:54:07,2800 MHz,1880.0 MHz,0 (N/A) run sudo,6.4 %,43.0 C,43.0 C,16.2 W,26.0 W,1023.0 RPM
2018-09-15_20:54:07,2800 MHz,1896.0 MHz,0 (N/A) run sudo,6.0 %,42.0 C,43.0 C,16.2 W,26.0 W,1004.0 RPM
2018-09-15_20:54:07,2800 MHz,1799.0 MHz,0 (N/A) run sudo,5.1 %,42.0 C,43.0 C,15.9 W,26.0 W,941.0 RPM
2018-09-15_20:54:07,2800 MHz,1874.0 MHz,0 (N/A) run sudo,7.4 %,42.0 C,43.0 C,15.9 W,26.0 W,958.0 RPM
2018-09-15_20:54:07,2800 MHz,1777.0 MHz,0 (N/A) run sudo,3.8 %,42.0 C,43.0 C,16.0 W,26.0 W,947.0 RPM
2018-09-15_20:54:08,2800 MHz,1732.0 MHz,0 (N/A) run sudo,2.6 %,42.0 C,43.0 C,15.8 W,26.0 W,902.0 RPM
2018-09-15_20:54:08,2800 MHz,1665.0 MHz,0 (N/A) run sudo,2.6 %,42.0 C,43.0 C,16.0 W,26.0 W,934.0 RPM
2018-09-15_20:54:08,2800 MHz,1731.0 MHz,0 (N/A) run sudo,1.9 %,42.0 C,43.0 C,15.8 W,26.0 W,931.0 RPM
2018-09-15_20:54:08,2800 MHz,1770.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,43.0 C,15.9 W,26.0 W,930.0 RPM
2018-09-15_20:54:09,2800 MHz,1795.0 MHz,0 (N/A) run sudo,1.9 %,42.0 C,43.0 C,16.4 W,26.0 W,929.0 RPM
2018-09-15_20:54:09,2800 MHz,1726.0 MHz,0 (N/A) run sudo,1.9 %,42.0 C,43.0 C,15.8 W,26.0 W,962.0 RPM
2018-09-15_20:54:09,2800 MHz,1691.0 MHz,0 (N/A) run sudo,2.4 %,42.0 C,43.0 C,15.9 W,26.0 W,981.0 RPM
2018-09-15_20:54:09,2800 MHz,1633.0 MHz,0 (N/A) run sudo,2.3 %,42.0 C,43.0 C,15.9 W,26.0 W,1002.0 RPM
2018-09-15_20:54:09,2800 MHz,1565.0 MHz,0 (N/A) run sudo,2.8 %,42.0 C,43.0 C,15.9 W,26.0 W,1012.0 RPM
2018-09-15_20:54:10,2800 MHz,1672.0 MHz,0 (N/A) run sudo,2.4 %,42.0 C,43.0 C,15.8 W,26.0 W,1017.0 RPM
2018-09-15_20:54:10,2800 MHz,1672.0 MHz,0 (N/A) run sudo,3.8 %,42.0 C,43.0 C,16.2 W,26.0 W,1020.0 RPM
2018-09-15_20:54:10,2800 MHz,1937.0 MHz,0 (N/A) run sudo,2.5 %,41.0 C,43.0 C,16.5 W,26.0 W,1021.0 RPM
2018-09-15_20:54:10,2800 MHz,1663.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,43.0 C,15.6 W,26.0 W,1023.0 RPM
2018-09-15_20:54:11,2800 MHz,1607.0 MHz,0 (N/A) run sudo,1.9 %,41.0 C,43.0 C,15.7 W,26.0 W,1023.0 RPM
2018-09-15_20:54:11,2800 MHz,1646.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,43.0 C,15.9 W,26.0 W,1005.0 RPM
2018-09-15_20:54:11,2800 MHz,1665.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,43.0 C,15.7 W,26.0 W,942.0 RPM
2018-09-15_20:54:11,2800 MHz,1673.0 MHz,0 (N/A) run sudo,1.5 %,41.0 C,43.0 C,15.8 W,26.0 W,959.0 RPM
2018-09-15_20:54:11,2800 MHz,1580.0 MHz,0 (N/A) run sudo,1.9 %,41.0 C,43.0 C,15.6 W,26.0 W,948.0 RPM
2018-09-15_20:54:12,2800 MHz,1666.0 MHz,0 (N/A) run sudo,1.5 %,41.0 C,43.0 C,15.7 W,26.0 W,938.0 RPM
2018-09-15_20:54:12,2800 MHz,1585.0 MHz,0 (N/A) run sudo,5.7 %,41.0 C,43.0 C,17.4 W,26.0 W,935.0 RPM
2018-09-15_20:54:12,2800 MHz,1662.0 MHz,0 (N/A) run sudo,6.0 %,41.0 C,43.0 C,17.8 W,26.0 W,932.0 RPM
2018-09-15_20:54:12,2800 MHz,1729.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,18.4 W,26.0 W,931.0 RPM
2018-09-15_20:54:13,2800 MHz,1648.0 MHz,0 (N/A) run sudo,6.8 %,42.0 C,43.0 C,17.9 W,26.0 W,930.0 RPM
2018-09-15_20:54:13,2800 MHz,1685.0 MHz,0 (N/A) run sudo,6.9 %,42.0 C,43.0 C,17.7 W,26.0 W,952.0 RPM
2018-09-15_20:54:13,2800 MHz,1757.0 MHz,0 (N/A) run sudo,8.6 %,42.0 C,43.0 C,18.0 W,26.0 W,988.0 RPM
2018-09-15_20:54:13,2800 MHz,1654.0 MHz,0 (N/A) run sudo,6.6 %,42.0 C,43.0 C,17.5 W,26.0 W,1002.0 RPM
2018-09-15_20:54:14,2800 MHz,1696.0 MHz,0 (N/A) run sudo,7.4 %,42.0 C,43.0 C,18.1 W,26.0 W,1012.0 RPM
2018-09-15_20:54:14,2800 MHz,1670.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,17.9 W,26.0 W,1017.0 RPM
2018-09-15_20:54:14,2800 MHz,1652.0 MHz,0 (N/A) run sudo,6.6 %,42.0 C,43.0 C,17.7 W,26.0 W,1020.0 RPM
2018-09-15_20:54:14,2800 MHz,1649.0 MHz,0 (N/A) run sudo,6.3 %,42.0 C,43.0 C,19.0 W,26.0 W,1022.0 RPM
2018-09-15_20:54:14,2800 MHz,1839.0 MHz,0 (N/A) run sudo,7.4 %,42.0 C,43.0 C,18.2 W,26.0 W,1023.0 RPM
2018-09-15_20:54:15,2800 MHz,1705.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,18.0 W,26.0 W,1024.0 RPM
2018-09-15_20:54:15,2800 MHz,1692.0 MHz,0 (N/A) run sudo,6.1 %,42.0 C,43.0 C,18.3 W,26.0 W,1005.0 RPM
2018-09-15_20:54:15,2800 MHz,1693.0 MHz,0 (N/A) run sudo,6.5 %,42.0 C,43.0 C,18.0 W,26.0 W,942.0 RPM
2018-09-15_20:54:15,2800 MHz,1680.0 MHz,0 (N/A) run sudo,6.6 %,42.0 C,43.0 C,18.0 W,26.0 W,959.0 RPM
2018-09-15_20:54:15,2800 MHz,1678.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,18.4 W,26.0 W,948.0 RPM
2018-09-15_20:54:16,2800 MHz,1680.0 MHz,0 (N/A) run sudo,6.5 %,42.0 C,43.0 C,17.9 W,26.0 W,902.0 RPM
2018-09-15_20:54:16,2800 MHz,1662.0 MHz,0 (N/A) run sudo,8.2 %,42.0 C,43.0 C,18.1 W,26.0 W,934.0 RPM
2018-09-15_20:54:16,2800 MHz,1800.0 MHz,0 (N/A) run sudo,6.8 %,42.0 C,43.0 C,17.9 W,26.0 W,932.0 RPM
2018-09-15_20:54:16,2800 MHz,1617.0 MHz,0 (N/A) run sudo,6.3 %,42.0 C,43.0 C,18.1 W,26.0 W,930.0 RPM
2018-09-15_20:54:17,2800 MHz,1596.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,18.0 W,26.0 W,930.0 RPM
2018-09-15_20:54:17,2800 MHz,1701.0 MHz,0 (N/A) run sudo,6.1 %,42.0 C,43.0 C,18.0 W,26.0 W,951.0 RPM
2018-09-15_20:54:17,2800 MHz,1708.0 MHz,0 (N/A) run sudo,7.1 %,42.0 C,43.0 C,18.0 W,26.0 W,980.0 RPM
2018-09-15_20:54:17,2800 MHz,1705.0 MHz,0 (N/A) run sudo,6.8 %,42.0 C,43.0 C,17.8 W,26.0 W,1002.0 RPM
2018-09-15_20:54:17,2800 MHz,1712.0 MHz,0 (N/A) run sudo,6.3 %,42.0 C,43.0 C,18.1 W,26.0 W,1012.0 RPM
2018-09-15_20:54:18,2800 MHz,1679.0 MHz,0 (N/A) run sudo,6.3 %,42.0 C,43.0 C,17.8 W,26.0 W,1017.0 RPM
2018-09-15_20:54:18,2800 MHz,1664.0 MHz,0 (N/A) run sudo,7.4 %,41.0 C,43.0 C,18.0 W,26.0 W,1020.0 RPM
2018-09-15_20:54:18,2800 MHz,1655.0 MHz,0 (N/A) run sudo,6.1 %,41.0 C,43.0 C,18.1 W,26.0 W,1022.0 RPM
2018-09-15_20:54:18,2800 MHz,1752.0 MHz,0 (N/A) run sudo,6.8 %,41.0 C,43.0 C,20.1 W,26.0 W,1022.0 RPM
2018-09-15_20:54:19,2800 MHz,1998.0 MHz,0 (N/A) run sudo,7.2 %,41.0 C,43.0 C,19.3 W,26.0 W,1022.0 RPM
2018-09-15_20:54:19,2800 MHz,1754.0 MHz,0 (N/A) run sudo,6.8 %,41.0 C,43.0 C,19.1 W,26.0 W,1013.0 RPM
2018-09-15_20:54:19,2800 MHz,1839.0 MHz,0 (N/A) run sudo,7.7 %,42.0 C,43.0 C,20.1 W,26.0 W,941.0 RPM
2018-09-15_20:54:19,2800 MHz,1751.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,18.3 W,26.0 W,958.0 RPM
2018-09-15_20:54:19,2800 MHz,1711.0 MHz,0 (N/A) run sudo,7.7 %,42.0 C,43.0 C,18.8 W,26.0 W,947.0 RPM
2018-09-15_20:54:20,2800 MHz,1747.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,18.5 W,26.0 W,940.0 RPM
2018-09-15_20:54:20,2800 MHz,1743.0 MHz,0 (N/A) run sudo,7.3 %,42.0 C,43.0 C,18.2 W,26.0 W,934.0 RPM
2018-09-15_20:54:20,2800 MHz,1773.0 MHz,0 (N/A) run sudo,6.1 %,43.0 C,43.0 C,18.5 W,26.0 W,932.0 RPM
2018-09-15_20:54:20,2800 MHz,1729.0 MHz,0 (N/A) run sudo,7.2 %,43.0 C,43.0 C,18.8 W,26.0 W,929.0 RPM
2018-09-15_20:54:21,2800 MHz,1687.0 MHz,0 (N/A) run sudo,7.0 %,43.0 C,43.0 C,18.4 W,26.0 W,929.0 RPM
2018-09-15_20:54:21,2800 MHz,1710.0 MHz,0 (N/A) run sudo,7.9 %,43.0 C,43.0 C,18.5 W,26.0 W,975.0 RPM
2018-09-15_20:54:21,2800 MHz,1799.0 MHz,0 (N/A) run sudo,7.2 %,43.0 C,43.0 C,18.8 W,26.0 W,980.0 RPM
2018-09-15_20:54:21,2800 MHz,1812.0 MHz,0 (N/A) run sudo,6.9 %,42.0 C,43.0 C,19.2 W,26.0 W,1004.0 RPM
2018-09-15_20:54:21,2800 MHz,1705.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,19.3 W,26.0 W,1010.0 RPM
2018-09-15_20:54:22,2800 MHz,1694.0 MHz,0 (N/A) run sudo,6.7 %,42.0 C,43.0 C,18.3 W,26.0 W,1016.0 RPM
2018-09-15_20:54:22,2800 MHz,1716.0 MHz,0 (N/A) run sudo,8.2 %,42.0 C,43.0 C,19.1 W,26.0 W,1065.0 RPM
2018-09-15_20:54:22,2800 MHz,1849.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,18.2 W,26.0 W,1021.0 RPM
2018-09-15_20:54:22,2800 MHz,1733.0 MHz,0 (N/A) run sudo,6.6 %,42.0 C,43.0 C,18.4 W,26.0 W,1022.0 RPM
2018-09-15_20:54:23,2800 MHz,1716.0 MHz,0 (N/A) run sudo,7.5 %,42.0 C,43.0 C,18.2 W,26.0 W,1022.0 RPM
2018-09-15_20:54:23,2800 MHz,1813.0 MHz,0 (N/A) run sudo,6.9 %,42.0 C,43.0 C,18.9 W,26.0 W,1012.0 RPM
2018-09-15_20:54:23,2800 MHz,1665.0 MHz,0 (N/A) run sudo,7.9 %,42.0 C,43.0 C,18.2 W,26.0 W,987.0 RPM
2018-09-15_20:54:23,2800 MHz,1791.0 MHz,0 (N/A) run sudo,6.6 %,42.0 C,43.0 C,18.2 W,26.0 W,963.0 RPM
2018-09-15_20:54:23,2800 MHz,1745.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,18.2 W,26.0 W,947.0 RPM
2018-09-15_20:54:24,2800 MHz,1697.0 MHz,0 (N/A) run sudo,7.5 %,42.0 C,43.0 C,18.8 W,26.0 W,940.0 RPM
2018-09-15_20:54:24,2800 MHz,1773.0 MHz,0 (N/A) run sudo,6.7 %,42.0 C,43.0 C,18.3 W,26.0 W,936.0 RPM
2018-09-15_20:54:24,2800 MHz,1772.0 MHz,0 (N/A) run sudo,6.8 %,42.0 C,43.0 C,18.2 W,26.0 W,932.0 RPM
2018-09-15_20:54:24,2800 MHz,1737.0 MHz,0 (N/A) run sudo,7.4 %,42.0 C,43.0 C,18.4 W,26.0 W,931.0 RPM
2018-09-15_20:54:25,2800 MHz,1716.0 MHz,0 (N/A) run sudo,7.7 %,42.0 C,43.0 C,18.3 W,26.0 W,930.0 RPM
2018-09-15_20:54:25,2800 MHz,1729.0 MHz,0 (N/A) run sudo,6.8 %,42.0 C,43.0 C,18.3 W,26.0 W,952.0 RPM
2018-09-15_20:54:25,2800 MHz,1739.0 MHz,0 (N/A) run sudo,9.2 %,42.0 C,43.0 C,19.0 W,26.0 W,980.0 RPM
2018-09-15_20:54:25,2800 MHz,1710.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,18.4 W,26.0 W,997.0 RPM
2018-09-15_20:54:25,2800 MHz,1968.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,20.9 W,26.0 W,1012.0 RPM
2018-09-15_20:54:26,2800 MHz,1665.0 MHz,0 (N/A) run sudo,7.3 %,42.0 C,43.0 C,18.0 W,26.0 W,1017.0 RPM
2018-09-15_20:54:26,2800 MHz,1714.0 MHz,0 (N/A) run sudo,7.1 %,42.0 C,43.0 C,18.2 W,26.0 W,1020.0 RPM
2018-09-15_20:54:26,2800 MHz,1721.0 MHz,0 (N/A) run sudo,7.6 %,42.0 C,43.0 C,18.3 W,26.0 W,1021.0 RPM
2018-09-15_20:54:26,2800 MHz,1655.0 MHz,0 (N/A) run sudo,6.9 %,42.0 C,43.0 C,19.5 W,26.0 W,1022.0 RPM
2018-09-15_20:54:27,2800 MHz,1788.0 MHz,0 (N/A) run sudo,7.5 %,42.0 C,43.0 C,18.6 W,26.0 W,1023.0 RPM
2018-09-15_20:54:27,2800 MHz,1765.0 MHz,0 (N/A) run sudo,7.4 %,42.0 C,43.0 C,22.0 W,26.0 W,1013.0 RPM
2018-09-15_20:54:27,2800 MHz,1846.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,21.7 W,26.0 W,981.0 RPM
2018-09-15_20:54:27,2800 MHz,1813.0 MHz,0 (N/A) run sudo,7.7 %,42.0 C,43.0 C,21.3 W,26.0 W,963.0 RPM
2018-09-15_20:54:27,2800 MHz,1847.0 MHz,0 (N/A) run sudo,7.2 %,42.0 C,43.0 C,20.5 W,26.0 W,951.0 RPM
2018-09-15_20:54:28,2800 MHz,1853.0 MHz,0 (N/A) run sudo,7.0 %,42.0 C,43.0 C,20.9 W,26.0 W,941.0 RPM
2018-09-15_20:54:28,2800 MHz,1825.0 MHz,0 (N/A) run sudo,8.6 %,42.0 C,43.0 C,21.0 W,26.0 W,936.0 RPM
