Time,Total Power (W),P_VDD,V_VDD,I_VDD,P_VDDM,V_VDDM,I_VDDM
2018-11-25_23:38:09.407471,0.032228483104062,0.0097792900491,0.7513428,0.01301575,0.022449193054962,0.9014893,0.02490234
2018-11-25_23:38:09.798146,0.032772005755749,0.010182197747040002,0.7514648,0.0135498,0.022589808008708998,0.9016113,0.02505493
2018-11-25_23:38:10.188858,0.031812819021206,0.009803805161648001,0.7514648,0.01304626,0.022009013859558002,0.9014893,0.02441406
2018-11-25_23:38:10.572511,0.031912096121049005,0.009710497102332,0.7513428,0.01292419,0.022201599018717003,0.9014893,0.02462769
2018-11-25_23:38:11.012799,0.03164998876791,0.00958594800148,0.7514648,0.01275635,0.02206404076643,0.9014893,0.0244751
2018-11-25_23:38:11.540037,0.031251711478157,0.009597415354328,0.7514648,0.01277161,0.021654296123829,0.9016113,0.02401733
2018-11-25_23:38:11.980484,0.032239151686368005,0.009756359066844,0.7513428,0.01298523,0.022482792619524003,0.9017334,0.02493286
2018-11-25_23:38:12.415789,0.031318140129509,0.00919608806324,0.7514648,0.01223755,0.022122052066269,0.9016113,0.02453613
2018-11-25_23:38:12.803385,0.03228034804101,0.009938176591959001,0.7512207,0.01322937,0.022342171449051,0.9016113,0.02478027
2018-11-25_23:38:13.193894,0.032694692440046996,0.009802213517928,0.7513428,0.01304626,0.022892478922119,0.9016113,0.02539063
2018-11-25_23:38:13.586844,0.032402752494359,0.010008577331375999,0.7513428,0.01332092,0.022394175162983,0.9014893,0.02484131
2018-11-25_23:38:13.990544,0.032559318782854,0.009972567475605,0.7512207,0.01327515,0.022586751307249,0.9014893,0.02505493
2018-11-25_23:38:14.403282,0.032863863073101005,0.010160921261301,0.7515869,0.01351929,0.022702941811800003,0.9017334,0.025177
2018-11-25_23:38:14.804843,0.032061842452464004,0.009802213517928,0.7513428,0.01304626,0.022259628934536,0.9016113,0.02468872
2018-11-25_23:38:15.225686,0.032068735400982,0.009448347281952001,0.7514648,0.01257324,0.02262038811903,0.9017334,0.02508545
2018-11-25_23:38:15.624911,0.032375975842476,0.009676108142375999,0.7513428,0.01287842,0.0226998677001,0.9016113,0.025177
2018-11-25_23:38:16.030367,0.032168862613082,0.009664642651248,0.7513428,0.01286316,0.022504219961834,0.9014893,0.02496338
2018-11-25_23:38:16.424927,0.03195255406785,0.00933216594882,0.7513428,0.01242065,0.02262038811903,0.9017334,0.02508545
2018-11-25_23:38:16.826153,0.031820358076166996,0.009481209820056,0.7513428,0.01261902,0.022339148256111,0.9014893,0.02478027
2018-11-25_23:38:17.225033,0.032327823799758,0.00984807548244,0.7513428,0.0131073,0.022479748317318003,0.9016113,0.02493286
2018-11-25_23:38:17.628283,0.031370973682761,0.009251915024351999,0.7513428,0.01231384,0.022119058658409,0.9014893,0.02453613
2018-11-25_23:38:18.041400,0.032186421665268,0.009676108142375999,0.7513428,0.01287842,0.022510313522892,0.9017334,0.02496338
2018-11-25_23:38:18.440507,0.032237627543087,0.009345148620968,0.7514648,0.01243591,0.022892478922119,0.9016113,0.02539063
2018-11-25_23:38:18.859032,0.031956362846861,0.009892322080431,0.7512207,0.01316833,0.02206404076643,0.9014893,0.0244751
2018-11-25_23:38:19.258253,0.031253204695158,0.009433814526186,0.7512207,0.01255798,0.021819390168972,0.9016113,0.02420044
2018-11-25_23:38:19.659079,0.032372884120655004,0.009538529762268,0.7513428,0.01269531,0.022834354358387002,0.9014893,0.02532959
2018-11-25_23:38:20.063047,0.031449637822056,0.009217526064396001,0.7513428,0.01226807,0.022232111757660003,0.9016113,0.0246582
