Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-09-15_19:31:02,2800 MHz,1750.0 MHz,0 (N/A) run sudo,2.3 %,46.0 C,46.0 C,16.6 W,32.0 W,1029.0 RPM
2018-09-15_19:31:03,2800 MHz,1761.0 MHz,0 (N/A) run sudo,2.3 %,45.0 C,46.0 C,16.9 W,32.0 W,1031.0 RPM
2018-09-15_19:31:03,2800 MHz,1886.0 MHz,0 (N/A) run sudo,2.7 %,45.0 C,46.0 C,16.9 W,32.0 W,1031.0 RPM
2018-09-15_19:31:03,2800 MHz,1934.0 MHz,0 (N/A) run sudo,5.7 %,45.0 C,46.0 C,27.2 W,32.0 W,1032.0 RPM
2018-09-15_19:31:03,2800 MHz,2062.0 MHz,0 (N/A) run sudo,5.2 %,45.0 C,46.0 C,25.7 W,32.0 W,980.0 RPM
2018-09-15_19:31:03,2800 MHz,1910.0 MHz,0 (N/A) run sudo,3.8 %,45.0 C,46.0 C,17.9 W,32.0 W,990.0 RPM
2018-09-15_19:31:04,2800 MHz,1917.0 MHz,0 (N/A) run sudo,5.3 %,45.0 C,46.0 C,16.4 W,32.0 W,972.0 RPM
2018-09-15_19:31:04,2800 MHz,1886.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.7 W,32.0 W,955.0 RPM
2018-09-15_19:31:04,2800 MHz,1829.0 MHz,0 (N/A) run sudo,1.1 %,45.0 C,46.0 C,15.9 W,32.0 W,948.0 RPM
2018-09-15_19:31:04,2800 MHz,1793.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.8 W,32.0 W,941.0 RPM
2018-09-15_19:31:05,2800 MHz,1835.0 MHz,0 (N/A) run sudo,0.9 %,45.0 C,46.0 C,16.5 W,32.0 W,939.0 RPM
2018-09-15_19:31:05,2800 MHz,1778.0 MHz,0 (N/A) run sudo,1.5 %,46.0 C,46.0 C,15.7 W,32.0 W,937.0 RPM
2018-09-15_19:31:05,2800 MHz,1718.0 MHz,0 (N/A) run sudo,1.3 %,46.0 C,46.0 C,15.8 W,32.0 W,936.0 RPM
2018-09-15_19:31:05,2800 MHz,1735.0 MHz,0 (N/A) run sudo,1.5 %,46.0 C,46.0 C,15.9 W,32.0 W,955.0 RPM
2018-09-15_19:31:05,2800 MHz,1705.0 MHz,0 (N/A) run sudo,1.3 %,46.0 C,46.0 C,15.4 W,32.0 W,987.0 RPM
2018-09-15_19:31:06,2800 MHz,1710.0 MHz,0 (N/A) run sudo,1.3 %,46.0 C,46.0 C,15.7 W,32.0 W,1009.0 RPM
2018-09-15_19:31:06,2800 MHz,1801.0 MHz,0 (N/A) run sudo,3.4 %,45.0 C,46.0 C,16.6 W,32.0 W,1020.0 RPM
2018-09-15_19:31:06,2800 MHz,1803.0 MHz,0 (N/A) run sudo,1.1 %,45.0 C,46.0 C,15.8 W,32.0 W,1025.0 RPM
2018-09-15_19:31:06,2800 MHz,1684.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.6 W,32.0 W,1028.0 RPM
2018-09-15_19:31:07,2800 MHz,1700.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,16.1 W,32.0 W,1030.0 RPM
2018-09-15_19:31:07,2800 MHz,1724.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.7 W,32.0 W,1031.0 RPM
2018-09-15_19:31:07,2800 MHz,1726.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,16.1 W,32.0 W,1031.0 RPM
2018-09-15_19:31:07,2800 MHz,1725.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,16.2 W,32.0 W,984.0 RPM
2018-09-15_19:31:07,2800 MHz,1655.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.2 W,32.0 W,993.0 RPM
2018-09-15_19:31:08,2800 MHz,1654.0 MHz,0 (N/A) run sudo,1.1 %,45.0 C,46.0 C,15.9 W,32.0 W,974.0 RPM
2018-09-15_19:31:08,2800 MHz,1693.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.9 W,32.0 W,957.0 RPM
2018-09-15_19:31:08,2800 MHz,1765.0 MHz,0 (N/A) run sudo,1.1 %,45.0 C,46.0 C,16.0 W,32.0 W,948.0 RPM
2018-09-15_19:31:08,2800 MHz,1684.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,16.2 W,32.0 W,942.0 RPM
2018-09-15_19:31:09,2800 MHz,1736.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.4 W,32.0 W,939.0 RPM
2018-09-15_19:31:09,2800 MHz,1677.0 MHz,0 (N/A) run sudo,1.9 %,45.0 C,46.0 C,15.7 W,32.0 W,937.0 RPM
2018-09-15_19:31:09,2800 MHz,1802.0 MHz,0 (N/A) run sudo,4.1 %,45.0 C,46.0 C,16.2 W,32.0 W,936.0 RPM
2018-09-15_19:31:09,2800 MHz,1607.0 MHz,0 (N/A) run sudo,2.0 %,46.0 C,46.0 C,16.4 W,32.0 W,948.0 RPM
2018-09-15_19:31:09,2800 MHz,2059.0 MHz,0 (N/A) run sudo,2.5 %,46.0 C,46.0 C,17.1 W,32.0 W,983.0 RPM
2018-09-15_19:31:10,2800 MHz,1849.0 MHz,0 (N/A) run sudo,1.3 %,46.0 C,46.0 C,15.9 W,32.0 W,1008.0 RPM
2018-09-15_19:31:10,2800 MHz,1771.0 MHz,0 (N/A) run sudo,1.7 %,46.0 C,46.0 C,18.1 W,32.0 W,1020.0 RPM
2018-09-15_19:31:10,2800 MHz,2096.0 MHz,0 (N/A) run sudo,1.7 %,46.0 C,46.0 C,16.9 W,32.0 W,1026.0 RPM
2018-09-15_19:31:10,2800 MHz,2034.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.8 W,32.0 W,1029.0 RPM
2018-09-15_19:31:11,2800 MHz,1778.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.6 W,32.0 W,1031.0 RPM
2018-09-15_19:31:11,2800 MHz,1836.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,16.0 W,32.0 W,1032.0 RPM
2018-09-15_19:31:11,2800 MHz,1751.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.8 W,32.0 W,1032.0 RPM
2018-09-15_19:31:11,2800 MHz,1789.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,16.0 W,32.0 W,980.0 RPM
2018-09-15_19:31:12,2800 MHz,1743.0 MHz,0 (N/A) run sudo,1.9 %,45.0 C,46.0 C,16.1 W,32.0 W,990.0 RPM
2018-09-15_19:31:12,2800 MHz,1690.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,16.1 W,32.0 W,967.0 RPM
2018-09-15_19:31:12,2800 MHz,1791.0 MHz,0 (N/A) run sudo,3.2 %,45.0 C,46.0 C,15.9 W,32.0 W,959.0 RPM
2018-09-15_19:31:12,2800 MHz,1769.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,15.9 W,32.0 W,948.0 RPM
2018-09-15_19:31:12,2800 MHz,1703.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.8 W,32.0 W,942.0 RPM
2018-09-15_19:31:13,2800 MHz,1683.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,15.6 W,32.0 W,939.0 RPM
2018-09-15_19:31:13,2800 MHz,1689.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.2 W,32.0 W,938.0 RPM
2018-09-15_19:31:13,2800 MHz,1702.0 MHz,0 (N/A) run sudo,5.0 %,45.0 C,46.0 C,22.0 W,32.0 W,902.0 RPM
2018-09-15_19:31:13,2800 MHz,2190.0 MHz,0 (N/A) run sudo,5.5 %,45.0 C,46.0 C,25.0 W,32.0 W,942.0 RPM
2018-09-15_19:31:13,2800 MHz,2108.0 MHz,0 (N/A) run sudo,5.8 %,45.0 C,46.0 C,25.6 W,32.0 W,988.0 RPM
2018-09-15_19:31:14,2800 MHz,2083.0 MHz,0 (N/A) run sudo,5.7 %,45.0 C,46.0 C,25.7 W,32.0 W,1005.0 RPM
2018-09-15_19:31:14,2800 MHz,2098.0 MHz,0 (N/A) run sudo,5.5 %,45.0 C,46.0 C,20.4 W,32.0 W,1065.0 RPM
2018-09-15_19:31:14,2800 MHz,1970.0 MHz,0 (N/A) run sudo,6.1 %,45.0 C,46.0 C,16.0 W,32.0 W,1026.0 RPM
2018-09-15_19:31:14,2800 MHz,1984.0 MHz,0 (N/A) run sudo,5.7 %,45.0 C,46.0 C,16.5 W,32.0 W,1029.0 RPM
2018-09-15_19:31:15,2800 MHz,1966.0 MHz,0 (N/A) run sudo,6.1 %,45.0 C,46.0 C,15.9 W,32.0 W,1031.0 RPM
2018-09-15_19:31:15,2800 MHz,1832.0 MHz,0 (N/A) run sudo,6.4 %,45.0 C,46.0 C,16.7 W,32.0 W,1031.0 RPM
2018-09-15_19:31:15,2800 MHz,1856.0 MHz,0 (N/A) run sudo,9.4 %,45.0 C,46.0 C,16.1 W,32.0 W,1032.0 RPM
2018-09-15_19:31:15,2800 MHz,1636.0 MHz,0 (N/A) run sudo,2.6 %,45.0 C,46.0 C,15.9 W,32.0 W,984.0 RPM
2018-09-15_19:31:15,2800 MHz,1640.0 MHz,0 (N/A) run sudo,2.2 %,45.0 C,46.0 C,16.0 W,32.0 W,993.0 RPM
2018-09-15_19:31:16,2800 MHz,1708.0 MHz,0 (N/A) run sudo,2.3 %,45.0 C,46.0 C,16.2 W,32.0 W,974.0 RPM
2018-09-15_19:31:16,2800 MHz,1697.0 MHz,0 (N/A) run sudo,2.5 %,45.0 C,46.0 C,15.7 W,32.0 W,957.0 RPM
2018-09-15_19:31:16,2800 MHz,1696.0 MHz,0 (N/A) run sudo,1.9 %,45.0 C,46.0 C,15.9 W,32.0 W,947.0 RPM
2018-09-15_19:31:16,2800 MHz,1733.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,15.6 W,32.0 W,942.0 RPM
2018-09-15_19:31:17,2800 MHz,1694.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,15.9 W,32.0 W,940.0 RPM
2018-09-15_19:31:17,2800 MHz,1715.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,15.7 W,32.0 W,937.0 RPM
2018-09-15_19:31:17,2800 MHz,1716.0 MHz,0 (N/A) run sudo,2.2 %,44.0 C,46.0 C,15.9 W,32.0 W,936.0 RPM
2018-09-15_19:31:17,2800 MHz,1654.0 MHz,0 (N/A) run sudo,2.6 %,44.0 C,46.0 C,15.9 W,32.0 W,948.0 RPM
2018-09-15_19:31:17,2800 MHz,1582.0 MHz,0 (N/A) run sudo,2.6 %,44.0 C,46.0 C,15.8 W,32.0 W,982.0 RPM
2018-09-15_19:31:18,2800 MHz,1623.0 MHz,0 (N/A) run sudo,2.6 %,44.0 C,46.0 C,15.8 W,32.0 W,1006.0 RPM
2018-09-15_19:31:18,2800 MHz,1691.0 MHz,0 (N/A) run sudo,3.6 %,44.0 C,46.0 C,15.9 W,32.0 W,1065.0 RPM
2018-09-15_19:31:18,2800 MHz,1714.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,16.0 W,32.0 W,1024.0 RPM
2018-09-15_19:31:18,2800 MHz,1672.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,15.9 W,32.0 W,1029.0 RPM
2018-09-15_19:31:19,2800 MHz,1931.0 MHz,0 (N/A) run sudo,1.8 %,45.0 C,46.0 C,17.1 W,32.0 W,1030.0 RPM
2018-09-15_19:31:19,2800 MHz,2090.0 MHz,0 (N/A) run sudo,2.1 %,45.0 C,46.0 C,16.4 W,32.0 W,1031.0 RPM
2018-09-15_19:31:19,2800 MHz,2037.0 MHz,0 (N/A) run sudo,1.3 %,45.0 C,46.0 C,16.2 W,32.0 W,1031.0 RPM
2018-09-15_19:31:19,2800 MHz,2060.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,16.1 W,32.0 W,1030.0 RPM
2018-09-15_19:31:19,2800 MHz,2103.0 MHz,0 (N/A) run sudo,1.5 %,45.0 C,46.0 C,16.3 W,32.0 W,996.0 RPM
2018-09-15_19:31:20,2800 MHz,2043.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,16.3 W,32.0 W,977.0 RPM
2018-09-15_19:31:20,2800 MHz,2044.0 MHz,0 (N/A) run sudo,1.7 %,45.0 C,46.0 C,16.3 W,32.0 W,959.0 RPM
2018-09-15_19:31:20,2800 MHz,1891.0 MHz,0 (N/A) run sudo,5.9 %,45.0 C,46.0 C,19.2 W,32.0 W,948.0 RPM
2018-09-15_19:31:20,2800 MHz,1990.0 MHz,0 (N/A) run sudo,7.3 %,45.0 C,46.0 C,16.1 W,32.0 W,942.0 RPM
2018-09-15_19:31:21,2800 MHz,1726.0 MHz,0 (N/A) run sudo,6.8 %,45.0 C,46.0 C,16.0 W,32.0 W,939.0 RPM
2018-09-15_19:31:21,2800 MHz,1730.0 MHz,0 (N/A) run sudo,7.6 %,45.0 C,46.0 C,16.0 W,32.0 W,937.0 RPM
2018-09-15_19:31:21,2800 MHz,1811.0 MHz,0 (N/A) run sudo,8.3 %,45.0 C,46.0 C,18.2 W,32.0 W,936.0 RPM
2018-09-15_19:31:21,2800 MHz,1723.0 MHz,0 (N/A) run sudo,7.8 %,45.0 C,46.0 C,19.2 W,32.0 W,941.0 RPM
2018-09-15_19:31:22,2800 MHz,1728.0 MHz,0 (N/A) run sudo,6.8 %,45.0 C,46.0 C,19.3 W,32.0 W,987.0 RPM
2018-09-15_19:31:22,2800 MHz,1799.0 MHz,0 (N/A) run sudo,6.9 %,45.0 C,46.0 C,19.6 W,32.0 W,1006.0 RPM
2018-09-15_19:31:22,2800 MHz,1836.0 MHz,0 (N/A) run sudo,7.2 %,45.0 C,46.0 C,19.9 W,32.0 W,1065.0 RPM
2018-09-15_19:31:22,2800 MHz,1854.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,19.8 W,32.0 W,1025.0 RPM
2018-09-15_19:31:22,2800 MHz,1836.0 MHz,0 (N/A) run sudo,6.8 %,45.0 C,46.0 C,19.8 W,32.0 W,1028.0 RPM
2018-09-15_19:31:23,2800 MHz,1740.0 MHz,0 (N/A) run sudo,7.4 %,45.0 C,46.0 C,19.8 W,32.0 W,1031.0 RPM
2018-09-15_19:31:23,2800 MHz,1983.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,21.3 W,32.0 W,1032.0 RPM
2018-09-15_19:31:23,2800 MHz,1956.0 MHz,0 (N/A) run sudo,6.9 %,45.0 C,46.0 C,20.1 W,32.0 W,1032.0 RPM
2018-09-15_19:31:23,2800 MHz,1833.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,20.4 W,32.0 W,984.0 RPM
2018-09-15_19:31:24,2800 MHz,1847.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,19.7 W,32.0 W,993.0 RPM
2018-09-15_19:31:24,2800 MHz,1792.0 MHz,0 (N/A) run sudo,7.4 %,45.0 C,46.0 C,20.1 W,32.0 W,969.0 RPM
2018-09-15_19:31:24,2800 MHz,1902.0 MHz,0 (N/A) run sudo,9.3 %,45.0 C,46.0 C,24.0 W,32.0 W,956.0 RPM
2018-09-15_19:31:24,2800 MHz,1978.0 MHz,0 (N/A) run sudo,6.7 %,45.0 C,46.0 C,20.1 W,32.0 W,948.0 RPM
2018-09-15_19:31:24,2800 MHz,1803.0 MHz,0 (N/A) run sudo,6.6 %,45.0 C,46.0 C,19.9 W,32.0 W,943.0 RPM
2018-09-15_19:31:25,2800 MHz,1854.0 MHz,0 (N/A) run sudo,6.9 %,45.0 C,46.0 C,20.3 W,32.0 W,938.0 RPM
2018-09-15_19:31:25,2800 MHz,1764.0 MHz,0 (N/A) run sudo,7.7 %,45.0 C,46.0 C,20.9 W,32.0 W,936.0 RPM
2018-09-15_19:31:25,2800 MHz,1886.0 MHz,0 (N/A) run sudo,8.1 %,45.0 C,46.0 C,21.4 W,32.0 W,936.0 RPM
2018-09-15_19:31:25,2800 MHz,1844.0 MHz,0 (N/A) run sudo,7.4 %,45.0 C,46.0 C,21.3 W,32.0 W,976.0 RPM
2018-09-15_19:31:25,2800 MHz,1825.0 MHz,0 (N/A) run sudo,8.5 %,45.0 C,46.0 C,22.9 W,32.0 W,983.0 RPM
2018-09-15_19:31:26,2800 MHz,1872.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,20.4 W,32.0 W,1007.0 RPM
2018-09-15_19:31:26,2800 MHz,1888.0 MHz,0 (N/A) run sudo,7.2 %,45.0 C,46.0 C,20.1 W,32.0 W,1063.0 RPM
2018-09-15_19:31:26,2800 MHz,1777.0 MHz,0 (N/A) run sudo,6.7 %,45.0 C,46.0 C,20.9 W,32.0 W,1024.0 RPM
2018-09-15_19:31:26,2800 MHz,1754.0 MHz,0 (N/A) run sudo,7.8 %,45.0 C,46.0 C,20.0 W,32.0 W,1029.0 RPM
2018-09-15_19:31:27,2800 MHz,1765.0 MHz,0 (N/A) run sudo,6.8 %,45.0 C,46.0 C,19.7 W,32.0 W,1030.0 RPM
2018-09-15_19:31:27,2800 MHz,1787.0 MHz,0 (N/A) run sudo,6.5 %,45.0 C,46.0 C,20.0 W,32.0 W,1031.0 RPM
2018-09-15_19:31:27,2800 MHz,1966.0 MHz,0 (N/A) run sudo,8.9 %,45.0 C,46.0 C,23.3 W,32.0 W,1031.0 RPM
2018-09-15_19:31:27,2800 MHz,1882.0 MHz,0 (N/A) run sudo,7.5 %,45.0 C,46.0 C,19.7 W,32.0 W,1029.0 RPM
2018-09-15_19:31:27,2800 MHz,1887.0 MHz,0 (N/A) run sudo,6.7 %,45.0 C,46.0 C,19.7 W,32.0 W,1003.0 RPM
2018-09-15_19:31:28,2800 MHz,1886.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,19.9 W,32.0 W,976.0 RPM
2018-09-15_19:31:28,2800 MHz,1858.0 MHz,0 (N/A) run sudo,5.9 %,45.0 C,46.0 C,19.7 W,32.0 W,958.0 RPM
2018-09-15_19:31:28,2800 MHz,1785.0 MHz,0 (N/A) run sudo,7.9 %,45.0 C,46.0 C,19.7 W,32.0 W,947.0 RPM
2018-09-15_19:31:28,2800 MHz,1853.0 MHz,0 (N/A) run sudo,7.2 %,45.0 C,46.0 C,19.7 W,32.0 W,944.0 RPM
2018-09-15_19:31:29,2800 MHz,1882.0 MHz,0 (N/A) run sudo,7.1 %,45.0 C,46.0 C,19.8 W,32.0 W,902.0 RPM
2018-09-15_19:31:29,2800 MHz,1798.0 MHz,0 (N/A) run sudo,8.3 %,45.0 C,46.0 C,20.0 W,32.0 W,936.0 RPM
2018-09-15_19:31:29,2800 MHz,1992.0 MHz,0 (N/A) run sudo,7.3 %,45.0 C,46.0 C,19.6 W,32.0 W,936.0 RPM
2018-09-15_19:31:29,2800 MHz,1879.0 MHz,0 (N/A) run sudo,7.5 %,46.0 C,46.0 C,19.8 W,32.0 W,943.0 RPM
2018-09-15_19:31:30,2800 MHz,1857.0 MHz,0 (N/A) run sudo,6.8 %,46.0 C,46.0 C,21.4 W,32.0 W,979.0 RPM
2018-09-15_19:31:30,2800 MHz,1973.0 MHz,0 (N/A) run sudo,7.4 %,46.0 C,46.0 C,19.8 W,32.0 W,1005.0 RPM
2018-09-15_19:31:30,2800 MHz,1883.0 MHz,0 (N/A) run sudo,9.2 %,46.0 C,46.0 C,24.0 W,32.0 W,1015.0 RPM
2018-09-15_19:31:30,2800 MHz,1992.0 MHz,0 (N/A) run sudo,7.3 %,46.0 C,46.0 C,19.7 W,32.0 W,1023.0 RPM
2018-09-15_19:31:30,2800 MHz,1830.0 MHz,0 (N/A) run sudo,7.9 %,45.0 C,46.0 C,19.8 W,32.0 W,1028.0 RPM
2018-09-15_19:31:31,2800 MHz,1879.0 MHz,0 (N/A) run sudo,8.1 %,45.0 C,46.0 C,20.6 W,32.0 W,1029.0 RPM
2018-09-15_19:31:31,2800 MHz,1842.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,20.3 W,32.0 W,1031.0 RPM
2018-09-15_19:31:31,2800 MHz,1840.0 MHz,0 (N/A) run sudo,6.7 %,45.0 C,46.0 C,20.5 W,32.0 W,1032.0 RPM
2018-09-15_19:31:31,2800 MHz,1911.0 MHz,0 (N/A) run sudo,7.4 %,45.0 C,46.0 C,20.1 W,32.0 W,1032.0 RPM
2018-09-15_19:31:31,2800 MHz,1823.0 MHz,0 (N/A) run sudo,6.9 %,45.0 C,46.0 C,20.3 W,32.0 W,999.0 RPM
2018-09-15_19:31:32,2800 MHz,1830.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,20.6 W,32.0 W,940.0 RPM
2018-09-15_19:31:32,2800 MHz,1957.0 MHz,0 (N/A) run sudo,7.7 %,45.0 C,46.0 C,19.8 W,32.0 W,960.0 RPM
2018-09-15_19:31:32,2800 MHz,1971.0 MHz,0 (N/A) run sudo,7.4 %,45.0 C,46.0 C,19.8 W,32.0 W,950.0 RPM
2018-09-15_19:31:32,2800 MHz,2017.0 MHz,0 (N/A) run sudo,8.0 %,45.0 C,46.0 C,19.6 W,32.0 W,941.0 RPM
2018-09-15_19:31:33,2800 MHz,1934.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,19.6 W,32.0 W,938.0 RPM
2018-09-15_19:31:33,2800 MHz,1924.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,19.4 W,32.0 W,936.0 RPM
2018-09-15_19:31:33,2800 MHz,1964.0 MHz,0 (N/A) run sudo,9.1 %,45.0 C,46.0 C,19.8 W,32.0 W,934.0 RPM
2018-09-15_19:31:33,2800 MHz,1934.0 MHz,0 (N/A) run sudo,7.0 %,45.0 C,46.0 C,19.8 W,32.0 W,936.0 RPM
2018-09-15_19:31:33,2800 MHz,1924.0 MHz,0 (N/A) run sudo,7.2 %,45.0 C,46.0 C,19.6 W,32.0 W,1016.0 RPM
2018-09-15_19:31:34,2800 MHz,1976.0 MHz,0 (N/A) run sudo,7.5 %,44.0 C,46.0 C,19.8 W,32.0 W,1002.0 RPM
2018-09-15_19:31:34,2800 MHz,2071.0 MHz,0 (N/A) run sudo,7.8 %,44.0 C,46.0 C,20.8 W,32.0 W,1015.0 RPM
2018-09-15_19:31:34,2800 MHz,1976.0 MHz,0 (N/A) run sudo,8.1 %,44.0 C,46.0 C,19.9 W,32.0 W,1023.0 RPM
2018-09-15_19:31:34,2800 MHz,1985.0 MHz,0 (N/A) run sudo,7.9 %,44.0 C,46.0 C,19.5 W,32.0 W,1028.0 RPM
2018-09-15_19:31:35,2800 MHz,1970.0 MHz,0 (N/A) run sudo,7.4 %,44.0 C,46.0 C,19.6 W,32.0 W,1029.0 RPM
2018-09-15_19:31:35,2800 MHz,1874.0 MHz,0 (N/A) run sudo,7.5 %,45.0 C,46.0 C,19.4 W,32.0 W,1031.0 RPM
2018-09-15_19:31:35,2800 MHz,1882.0 MHz,0 (N/A) run sudo,8.4 %,45.0 C,46.0 C,19.6 W,32.0 W,1031.0 RPM
2018-09-15_19:31:35,2800 MHz,1986.0 MHz,0 (N/A) run sudo,8.6 %,45.0 C,46.0 C,19.7 W,32.0 W,1031.0 RPM
2018-09-15_19:31:35,2800 MHz,2008.0 MHz,0 (N/A) run sudo,7.5 %,45.0 C,46.0 C,19.6 W,32.0 W,994.0 RPM
2018-09-15_19:31:36,2800 MHz,1954.0 MHz,0 (N/A) run sudo,8.1 %,45.0 C,46.0 C,19.5 W,32.0 W,941.0 RPM
2018-09-15_19:31:36,2800 MHz,2067.0 MHz,0 (N/A) run sudo,8.7 %,45.0 C,46.0 C,20.4 W,32.0 W,961.0 RPM
2018-09-15_19:31:36,2800 MHz,2107.0 MHz,0 (N/A) run sudo,12.3 %,45.0 C,46.0 C,20.1 W,32.0 W,951.0 RPM
2018-09-15_19:31:36,2800 MHz,2002.0 MHz,0 (N/A) run sudo,10.1 %,45.0 C,46.0 C,21.6 W,32.0 W,942.0 RPM
2018-09-15_19:31:37,2800 MHz,2014.0 MHz,0 (N/A) run sudo,8.3 %,45.0 C,46.0 C,21.7 W,32.0 W,940.0 RPM
2018-09-15_19:31:37,2800 MHz,1746.0 MHz,0 (N/A) run sudo,7.2 %,45.0 C,46.0 C,21.5 W,32.0 W,937.0 RPM
2018-09-15_19:31:37,2800 MHz,1742.0 MHz,0 (N/A) run sudo,8.3 %,45.0 C,46.0 C,21.8 W,32.0 W,936.0 RPM
2018-09-15_19:31:37,2800 MHz,1927.0 MHz,0 (N/A) run sudo,7.4 %,45.0 C,46.0 C,21.7 W,32.0 W,975.0 RPM
2018-09-15_19:31:37,2800 MHz,1935.0 MHz,0 (N/A) run sudo,7.6 %,45.0 C,46.0 C,21.5 W,32.0 W,1013.0 RPM
2018-09-15_19:31:38,2800 MHz,1912.0 MHz,0 (N/A) run sudo,8.0 %,45.0 C,46.0 C,21.8 W,32.0 W,1006.0 RPM
2018-09-15_19:31:38,2800 MHz,1804.0 MHz,0 (N/A) run sudo,7.2 %,45.0 C,46.0 C,21.6 W,32.0 W,1016.0 RPM
2018-09-15_19:31:38,2800 MHz,1768.0 MHz,0 (N/A) run sudo,7.5 %,45.0 C,46.0 C,21.6 W,32.0 W,1023.0 RPM
