Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-09-15_21:58:23,2800 MHz,1610.0 MHz,0 (N/A) run sudo,5.5 %,43.0 C,43.0 C,24.7 W,25.0 W,974.0 RPM
2018-09-15_21:58:23,2800 MHz,1927.0 MHz,0 (N/A) run sudo,6.2 %,43.0 C,43.0 C,32.0 W,32.0 W,974.0 RPM
2018-09-15_21:58:23,2800 MHz,1889.0 MHz,0 (N/A) run sudo,2.8 %,43.0 C,43.0 C,17.9 W,32.0 W,954.0 RPM
2018-09-15_21:58:23,2800 MHz,1793.0 MHz,0 (N/A) run sudo,2.6 %,42.0 C,43.0 C,17.3 W,32.0 W,945.0 RPM
2018-09-15_21:58:24,2800 MHz,1752.0 MHz,0 (N/A) run sudo,2.4 %,42.0 C,43.0 C,17.2 W,32.0 W,937.0 RPM
2018-09-15_21:58:24,2800 MHz,1686.0 MHz,0 (N/A) run sudo,2.6 %,42.0 C,43.0 C,17.6 W,32.0 W,934.0 RPM
2018-09-15_21:58:24,2800 MHz,1866.0 MHz,0 (N/A) run sudo,0.9 %,42.0 C,43.0 C,16.9 W,32.0 W,932.0 RPM
2018-09-15_21:58:24,2800 MHz,1870.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,16.8 W,32.0 W,930.0 RPM
2018-09-15_21:58:24,2800 MHz,1845.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,17.1 W,32.0 W,930.0 RPM
2018-09-15_21:58:25,2800 MHz,1813.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,43.0 C,17.0 W,32.0 W,975.0 RPM
2018-09-15_21:58:25,2800 MHz,1681.0 MHz,0 (N/A) run sudo,2.4 %,42.0 C,43.0 C,18.0 W,32.0 W,995.0 RPM
2018-09-15_21:58:25,2800 MHz,1737.0 MHz,0 (N/A) run sudo,2.3 %,42.0 C,43.0 C,17.5 W,32.0 W,1006.0 RPM
2018-09-15_21:58:25,2800 MHz,1689.0 MHz,0 (N/A) run sudo,2.8 %,42.0 C,43.0 C,17.6 W,32.0 W,1015.0 RPM
2018-09-15_21:58:26,2800 MHz,1587.0 MHz,0 (N/A) run sudo,3.2 %,41.0 C,43.0 C,17.7 W,32.0 W,1065.0 RPM
2018-09-15_21:58:26,2800 MHz,1785.0 MHz,0 (N/A) run sudo,5.5 %,41.0 C,43.0 C,18.7 W,32.0 W,1021.0 RPM
2018-09-15_21:58:26,2800 MHz,1990.0 MHz,0 (N/A) run sudo,4.1 %,41.0 C,43.0 C,21.0 W,32.0 W,1022.0 RPM
2018-09-15_21:58:26,2800 MHz,2147.0 MHz,0 (N/A) run sudo,0.9 %,41.0 C,43.0 C,17.2 W,32.0 W,1024.0 RPM
2018-09-15_21:58:26,2800 MHz,1963.0 MHz,0 (N/A) run sudo,1.1 %,41.0 C,43.0 C,17.1 W,32.0 W,1024.0 RPM
2018-09-15_21:58:27,2800 MHz,1738.0 MHz,0 (N/A) run sudo,0.9 %,42.0 C,43.0 C,17.4 W,32.0 W,995.0 RPM
2018-09-15_21:58:27,2800 MHz,1761.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,43.0 C,17.4 W,32.0 W,974.0 RPM
2018-09-15_21:58:27,2800 MHz,1874.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,43.0 C,17.4 W,32.0 W,954.0 RPM
2018-09-15_21:58:27,2800 MHz,1892.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,17.9 W,32.0 W,944.0 RPM
2018-09-15_21:58:28,2800 MHz,2034.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,43.0 C,17.0 W,32.0 W,936.0 RPM
2018-09-15_21:58:28,2800 MHz,1773.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,17.3 W,32.0 W,933.0 RPM
2018-09-15_21:58:28,2800 MHz,1732.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,43.0 C,16.8 W,32.0 W,931.0 RPM
2018-09-15_21:58:28,2800 MHz,1943.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,43.0 C,17.2 W,32.0 W,930.0 RPM
2018-09-15_21:58:28,2800 MHz,2075.0 MHz,0 (N/A) run sudo,1.1 %,42.0 C,43.0 C,16.7 W,32.0 W,929.0 RPM
2018-09-15_21:58:29,2800 MHz,1777.0 MHz,0 (N/A) run sudo,1.7 %,42.0 C,43.0 C,17.4 W,32.0 W,965.0 RPM
2018-09-15_21:58:29,2800 MHz,2079.0 MHz,0 (N/A) run sudo,6.4 %,41.0 C,43.0 C,17.3 W,32.0 W,988.0 RPM
2018-09-15_21:58:29,2800 MHz,2220.0 MHz,0 (N/A) run sudo,3.9 %,41.0 C,43.0 C,17.5 W,32.0 W,1008.0 RPM
2018-09-15_21:58:29,2800 MHz,2118.0 MHz,0 (N/A) run sudo,1.1 %,41.0 C,43.0 C,17.6 W,32.0 W,1014.0 RPM
2018-09-15_21:58:30,2800 MHz,1883.0 MHz,0 (N/A) run sudo,1.7 %,41.0 C,43.0 C,18.1 W,32.0 W,1017.0 RPM
2018-09-15_21:58:30,2800 MHz,1877.0 MHz,0 (N/A) run sudo,1.3 %,41.0 C,43.0 C,17.7 W,32.0 W,1020.0 RPM
2018-09-15_21:58:30,2800 MHz,1860.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,17.3 W,32.0 W,1021.0 RPM
2018-09-15_21:58:30,2800 MHz,1705.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,17.4 W,32.0 W,1021.0 RPM
2018-09-15_21:58:30,2800 MHz,1707.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,43.0 C,17.6 W,32.0 W,1021.0 RPM
2018-09-15_21:58:31,2800 MHz,1952.0 MHz,0 (N/A) run sudo,1.3 %,42.0 C,43.0 C,16.9 W,32.0 W,1001.0 RPM
2018-09-15_21:58:31,2800 MHz,2021.0 MHz,0 (N/A) run sudo,1.5 %,42.0 C,43.0 C,17.8 W,32.0 W,972.0 RPM
