timestamp, power.draw [W]
2018/11/23 12:44:37.711, 21.85 W
2018/11/23 12:44:37.912, 21.85 W
2018/11/23 12:44:38.113, 21.85 W
2018/11/23 12:44:38.314, 21.85 W
2018/11/23 12:44:38.514, 21.85 W
2018/11/23 12:44:38.715, 14.15 W
2018/11/23 12:44:38.916, 14.15 W
2018/11/23 12:44:39.117, 14.15 W
2018/11/23 12:44:39.318, 14.15 W
2018/11/23 12:44:39.519, 14.15 W
2018/11/23 12:44:39.720, 13.18 W
2018/11/23 12:44:39.920, 13.18 W
2018/11/23 12:44:40.121, 13.18 W
2018/11/23 12:44:40.322, 13.18 W
2018/11/23 12:44:40.523, 13.18 W
2018/11/23 12:44:40.724, 13.18 W
2018/11/23 12:44:40.925, 13.18 W
2018/11/23 12:44:41.126, 13.18 W
2018/11/23 12:44:41.326, 13.18 W
2018/11/23 12:44:41.527, 13.18 W
2018/11/23 12:44:41.728, 13.28 W
2018/11/23 12:44:41.929, 13.28 W
2018/11/23 12:44:42.130, 13.28 W
2018/11/23 12:44:42.330, 13.28 W
2018/11/23 12:44:42.531, 13.28 W
2018/11/23 12:44:42.732, 14.63 W
2018/11/23 12:44:42.933, 14.63 W
2018/11/23 12:44:43.134, 14.63 W
2018/11/23 12:44:43.334, 14.63 W
2018/11/23 12:44:43.535, 14.63 W
2018/11/23 12:44:43.736, 14.82 W
2018/11/23 12:44:43.937, 14.82 W
2018/11/23 12:44:44.138, 14.82 W
2018/11/23 12:44:44.338, 14.82 W
2018/11/23 12:44:44.539, 14.82 W
2018/11/23 12:44:44.740, 13.95 W
2018/11/23 12:44:44.941, 13.95 W
2018/11/23 12:44:45.142, 13.95 W
2018/11/23 12:44:45.343, 13.95 W
2018/11/23 12:44:45.544, 13.95 W
2018/11/23 12:44:45.744, 13.37 W
2018/11/23 12:44:45.945, 13.37 W
2018/11/23 12:44:46.146, 13.37 W
2018/11/23 12:44:46.347, 13.37 W
2018/11/23 12:44:46.548, 13.37 W
2018/11/23 12:44:46.749, 13.18 W
2018/11/23 12:44:46.949, 13.18 W
2018/11/23 12:44:47.150, 13.18 W
2018/11/23 12:44:47.351, 13.18 W
2018/11/23 12:44:47.552, 13.18 W
2018/11/23 12:44:47.753, 14.15 W
2018/11/23 12:44:47.953, 14.15 W
2018/11/23 12:44:48.154, 14.15 W
2018/11/23 12:44:48.355, 14.15 W
