Time,Top Freq,Cur Freq,Perf Lost,Utilization,Cur Temp,Max Temp,Cur Power,Max Power,Fan
2018-11-23_14:03:04,2800 MHz,1613.0 MHz,0 (N/A) run sudo,7.8 %,43.0 C,43.0 C,25.5 W,26.0 W,1027.0 RPM
2018-11-23_14:03:05,2800 MHz,1977.0 MHz,0 (N/A) run sudo,6.5 %,43.0 C,43.0 C,29.8 W,30.0 W,1029.0 RPM
2018-11-23_14:03:05,2800 MHz,2116.0 MHz,0 (N/A) run sudo,4.4 %,43.0 C,43.0 C,19.8 W,30.0 W,1032.0 RPM
2018-11-23_14:03:05,2800 MHz,1896.0 MHz,0 (N/A) run sudo,4.3 %,43.0 C,43.0 C,20.4 W,30.0 W,1034.0 RPM
2018-11-23_14:03:05,2800 MHz,1941.0 MHz,0 (N/A) run sudo,4.1 %,43.0 C,43.0 C,19.9 W,30.0 W,1035.0 RPM
2018-11-23_14:03:06,2800 MHz,1795.0 MHz,0 (N/A) run sudo,6.0 %,43.0 C,43.0 C,19.7 W,30.0 W,1036.0 RPM
2018-11-23_14:03:06,2800 MHz,1930.0 MHz,0 (N/A) run sudo,4.3 %,43.0 C,43.0 C,19.8 W,30.0 W,1034.0 RPM
2018-11-23_14:03:06,2800 MHz,1845.0 MHz,0 (N/A) run sudo,5.1 %,43.0 C,43.0 C,20.0 W,30.0 W,993.0 RPM
2018-11-23_14:03:06,2800 MHz,1947.0 MHz,0 (N/A) run sudo,5.7 %,43.0 C,43.0 C,20.0 W,30.0 W,975.0 RPM
2018-11-23_14:03:06,2800 MHz,1848.0 MHz,0 (N/A) run sudo,4.3 %,43.0 C,43.0 C,20.1 W,30.0 W,963.0 RPM
2018-11-23_14:03:07,2800 MHz,1963.0 MHz,0 (N/A) run sudo,4.7 %,43.0 C,43.0 C,19.7 W,30.0 W,953.0 RPM
2018-11-23_14:03:07,2800 MHz,1870.0 MHz,0 (N/A) run sudo,4.1 %,43.0 C,43.0 C,20.4 W,30.0 W,948.0 RPM
2018-11-23_14:03:07,2800 MHz,1996.0 MHz,0 (N/A) run sudo,4.3 %,43.0 C,43.0 C,19.5 W,30.0 W,945.0 RPM
2018-11-23_14:03:07,2800 MHz,1809.0 MHz,0 (N/A) run sudo,3.8 %,43.0 C,43.0 C,20.3 W,30.0 W,942.0 RPM
2018-11-23_14:03:08,2800 MHz,1831.0 MHz,0 (N/A) run sudo,4.7 %,43.0 C,43.0 C,20.1 W,30.0 W,941.0 RPM
2018-11-23_14:03:08,2800 MHz,1798.0 MHz,0 (N/A) run sudo,5.0 %,43.0 C,43.0 C,19.9 W,30.0 W,963.0 RPM
2018-11-23_14:03:08,2800 MHz,1852.0 MHz,0 (N/A) run sudo,4.1 %,43.0 C,43.0 C,19.8 W,30.0 W,993.0 RPM
2018-11-23_14:03:08,2800 MHz,1915.0 MHz,0 (N/A) run sudo,4.5 %,43.0 C,43.0 C,20.2 W,30.0 W,1010.0 RPM
2018-11-23_14:03:08,2800 MHz,2059.0 MHz,0 (N/A) run sudo,4.2 %,42.0 C,43.0 C,19.9 W,30.0 W,1024.0 RPM
2018-11-23_14:03:09,2800 MHz,1882.0 MHz,0 (N/A) run sudo,4.3 %,42.0 C,43.0 C,21.3 W,30.0 W,1029.0 RPM
2018-11-23_14:03:09,2800 MHz,2028.0 MHz,0 (N/A) run sudo,4.6 %,42.0 C,43.0 C,20.2 W,30.0 W,1032.0 RPM
2018-11-23_14:03:09,2800 MHz,1835.0 MHz,0 (N/A) run sudo,4.8 %,42.0 C,43.0 C,20.1 W,30.0 W,1034.0 RPM
2018-11-23_14:03:09,2800 MHz,1861.0 MHz,0 (N/A) run sudo,6.0 %,42.0 C,43.0 C,20.0 W,30.0 W,1035.0 RPM
2018-11-23_14:03:10,2800 MHz,1902.0 MHz,0 (N/A) run sudo,5.0 %,44.0 C,44.0 C,20.3 W,30.0 W,1036.0 RPM
2018-11-23_14:03:10,2800 MHz,2055.0 MHz,0 (N/A) run sudo,4.0 %,44.0 C,44.0 C,20.3 W,30.0 W,1017.0 RPM
2018-11-23_14:03:10,2800 MHz,1886.0 MHz,0 (N/A) run sudo,4.5 %,44.0 C,44.0 C,19.9 W,30.0 W,994.0 RPM
2018-11-23_14:03:10,2800 MHz,1830.0 MHz,0 (N/A) run sudo,4.5 %,44.0 C,44.0 C,21.6 W,30.0 W,971.0 RPM
2018-11-23_14:03:10,2800 MHz,2188.0 MHz,0 (N/A) run sudo,4.8 %,44.0 C,44.0 C,20.0 W,30.0 W,960.0 RPM
2018-11-23_14:03:11,2800 MHz,1915.0 MHz,0 (N/A) run sudo,4.4 %,42.0 C,44.0 C,19.9 W,30.0 W,953.0 RPM
2018-11-23_14:03:11,2800 MHz,1741.0 MHz,0 (N/A) run sudo,4.5 %,42.0 C,44.0 C,20.0 W,30.0 W,946.0 RPM
2018-11-23_14:03:11,2800 MHz,1915.0 MHz,0 (N/A) run sudo,4.7 %,42.0 C,44.0 C,19.9 W,30.0 W,943.0 RPM
2018-11-23_14:03:11,2800 MHz,1919.0 MHz,0 (N/A) run sudo,4.4 %,42.0 C,44.0 C,19.9 W,30.0 W,941.0 RPM
2018-11-23_14:03:12,2800 MHz,1828.0 MHz,0 (N/A) run sudo,4.5 %,42.0 C,44.0 C,19.8 W,30.0 W,940.0 RPM
2018-11-23_14:03:12,2800 MHz,1848.0 MHz,0 (N/A) run sudo,4.5 %,43.0 C,44.0 C,21.2 W,30.0 W,963.0 RPM
