timestamp, power.draw [W]
2018/09/15 21:09:54.895, 12.99 W
2018/09/15 21:09:55.097, 12.99 W
2018/09/15 21:09:55.297, 12.99 W
2018/09/15 21:09:55.498, 13.37 W
2018/09/15 21:09:55.699, 13.37 W
2018/09/15 21:09:55.900, 13.37 W
2018/09/15 21:09:56.100, 13.37 W
2018/09/15 21:09:56.301, 13.37 W
2018/09/15 21:09:56.502, 18.09 W
2018/09/15 21:09:56.703, 18.09 W
2018/09/15 21:09:56.903, 18.09 W
2018/09/15 21:09:57.104, 18.09 W
2018/09/15 21:09:57.305, 18.09 W
2018/09/15 21:09:57.506, 22.62 W
2018/09/15 21:09:57.706, 22.62 W
2018/09/15 21:09:57.907, 22.62 W
2018/09/15 21:09:58.108, 22.62 W
2018/09/15 21:09:58.308, 22.62 W
2018/09/15 21:09:58.509, 21.95 W
2018/09/15 21:09:58.710, 21.95 W
2018/09/15 21:09:58.910, 21.95 W
2018/09/15 21:09:59.111, 21.95 W
2018/09/15 21:09:59.312, 21.95 W
2018/09/15 21:09:59.513, 13.18 W
2018/09/15 21:09:59.714, 13.18 W
2018/09/15 21:09:59.914, 13.18 W
2018/09/15 21:10:00.115, 13.18 W
2018/09/15 21:10:00.316, 13.18 W
2018/09/15 21:10:00.517, 13.18 W
2018/09/15 21:10:00.717, 13.18 W
2018/09/15 21:10:00.918, 13.18 W
2018/09/15 21:10:01.119, 13.18 W
2018/09/15 21:10:01.320, 13.18 W
2018/09/15 21:10:01.521, 13.76 W
2018/09/15 21:10:01.721, 29.81 W
2018/09/15 21:10:01.922, 36.22 W
2018/09/15 21:10:02.125, 37.09 W
2018/09/15 21:10:02.325, 37.19 W
2018/09/15 21:10:02.526, 36.05 W
2018/09/15 21:10:02.727, 36.34 W
2018/09/15 21:10:02.931, 36.15 W
2018/09/15 21:10:03.131, 36.34 W
2018/09/15 21:10:03.332, 35.86 W
2018/09/15 21:10:03.533, 36.34 W
2018/09/15 21:10:03.733, 36.44 W
2018/09/15 21:10:03.934, 36.44 W
2018/09/15 21:10:04.135, 36.53 W
2018/09/15 21:10:04.339, 36.53 W
2018/09/15 21:10:04.539, 36.32 W
2018/09/15 21:10:04.740, 36.22 W
2018/09/15 21:10:04.941, 35.95 W
2018/09/15 21:10:05.141, 35.67 W
2018/09/15 21:10:05.342, 35.76 W
2018/09/15 21:10:05.544, 35.86 W
2018/09/15 21:10:05.745, 36.24 W
2018/09/15 21:10:05.945, 36.24 W
2018/09/15 21:10:06.146, 35.86 W
2018/09/15 21:10:06.346, 35.76 W
2018/09/15 21:10:06.547, 35.76 W
2018/09/15 21:10:06.751, 35.86 W
2018/09/15 21:10:06.951, 35.76 W
2018/09/15 21:10:07.152, 35.76 W
