Time,Total Power (W),P_VDD,V_VDD,I_VDD,P_VDDM,V_VDDM,I_VDDM
2019-03-25_12:41:16.234050,0.030023437500639,0.009057016702032,0.7513428,0.01205444,0.020966420798607,0.9016113,0.02325439
2019-03-25_12:41:16.610982,0.030541059727645002,0.009274846006608,0.7513428,0.01234436,0.021266213721037003,0.9014893,0.02359009
2019-03-25_12:41:16.978279,0.029733358958745,0.008678685548519999,0.7513428,0.0115509,0.021054673410225003,0.9018555,0.02334595
2019-03-25_12:41:17.344310,0.030307765138254,0.009148733117628,0.7513428,0.01217651,0.021159032020626,0.9016113,0.02346802
2019-03-25_12:41:17.702093,0.029665750265703,0.009057016702032,0.7513428,0.01205444,0.020608733563671,0.9016113,0.02285767
2019-03-25_12:41:18.071551,0.029528675654292,0.008862118379712,0.7513428,0.01179504,0.02066655727458,0.9017334,0.0229187
2019-03-25_12:41:18.460343,0.030594975288000002,0.009240449533224,0.7513428,0.01229858,0.021354525754776,0.9017334,0.02368164
2019-03-25_12:41:18.807637,0.029888013701681995,0.009111381830963999,0.7510986,0.01213074,0.020776631870717998,0.9017334,0.02304077
2019-03-25_12:41:19.189689,0.030338894078331,0.009342113015337,0.7512207,0.01243591,0.020996781062993998,0.9017334,0.02328491
2019-03-25_12:41:19.587162,0.030017895557127,0.009158709993638998,0.7512207,0.01219177,0.020859185563488,0.9017334,0.02313232
2019-03-25_12:41:19.990880,0.029565661509179997,0.009204564505166999,0.7512207,0.01225281,0.020361097004013,0.9016113,0.02258301
2019-03-25_12:41:20.370878,0.029175058814639998,0.008758936472988,0.7513428,0.01165771,0.020416122341652,0.9016113,0.02264404
2019-03-25_12:41:20.745328,0.029633125998473,0.008862118379712,0.7513428,0.01179504,0.020771007618761,0.9014893,0.02304077
2019-03-25_12:41:21.138314,0.029310853863144,0.008644296588564,0.7513428,0.01150513,0.02066655727458,0.9017334,0.0229187
2019-03-25_12:41:21.504422,0.029632150474701,0.009216028133049,0.7512207,0.01226807,0.020416122341652,0.9016113,0.02264404
2019-03-25_12:41:21.886631,0.030521006736369,0.009251915024351999,0.7513428,0.01231384,0.021269091712017,0.9016113,0.02359009
2019-03-25_12:41:22.257546,0.029489192241273,0.009183129591012,0.7513428,0.01222229,0.020306062650260998,0.9016113,0.02252197
2019-03-25_12:41:22.637910,0.029796440333190004,0.009160198608756,0.7513428,0.01219177,0.020636241724434002,0.9016113,0.02288818
2019-03-25_12:41:23.047485,0.029200691723280003,0.008402170651083,0.7512207,0.01118469,0.020798521072197002,0.9014893,0.02307129
2019-03-25_12:41:23.434443,0.029663129171028,0.009024092799816,0.7514648,0.01200867,0.020639036371212,0.9017334,0.02288818
2019-03-25_12:41:23.809887,0.029891810674839002,0.009032625111351,0.7512207,0.01202393,0.020859185563488,0.9017334,0.02313232
2019-03-25_12:41:24.186562,0.029292006818652003,0.008793332946372,0.7513428,0.01170349,0.02049867387228,0.9016113,0.0227356
2019-03-25_12:41:24.549307,0.029839457069707004,0.008793332946372,0.7513428,0.01170349,0.021046124123335,0.9014893,0.02334595
2019-03-25_12:41:24.925641,0.029483341380557998,0.008758936472988,0.7513428,0.01165771,0.02072440490757,0.9018555,0.02297974
2019-03-25_12:41:25.301556,0.02923468687644,0.00873601300416,0.7513428,0.0116272,0.02049867387228,0.9016113,0.0227356
2019-03-25_12:41:25.704864,0.029458568877449,0.00906995469656,0.7514648,0.0120697,0.020388614180889,0.9016113,0.02261353
2019-03-25_12:41:26.104964,0.029747471138649,0.008585573672780998,0.7512207,0.01142883,0.021161897465868,0.9017334,0.02346802
2019-03-25_12:41:26.482582,0.029519512931466,0.008770401964116,0.7513428,0.01167297,0.02074911096735,0.9017334,0.02301025
2019-03-25_12:41:26.858267,0.030568277555150996,0.009158709993638998,0.7512207,0.01219177,0.021409567561511997,0.9017334,0.02374268
2019-03-25_12:41:27.231731,0.029358491609210998,0.008392070810603999,0.7513428,0.01116943,0.020966420798607,0.9016113,0.02325439
2019-03-25_12:41:27.591045,0.029784980843649,0.009011162250948,0.7513428,0.01199341,0.020773818592701,0.9016113,0.02304077
2019-03-25_12:41:27.960265,0.029769135890007,0.008989690741272,0.7514648,0.01196289,0.020779445148735,0.9018555,0.02304077
2019-03-25_12:41:28.333015,0.029316281095047005,0.008814831206007,0.7512207,0.01173401,0.020501449889040003,0.9017334,0.0227356
2019-03-25_12:41:28.708496,0.029744234925456,0.008885049361968,0.7513428,0.01182556,0.020859185563488,0.9017334,0.02313232
2019-03-25_12:41:29.074149,0.029465909464425996,0.008909426785984,0.7514648,0.01185608,0.020556482678441998,0.9017334,0.02279663
2019-03-25_12:41:29.459273,0.030085916102934,0.009034093233204,0.7513428,0.01202393,0.02105182286973,0.9017334,0.02334595
2019-03-25_12:41:29.805729,0.029607597801342,0.008528263045578,0.7512207,0.01135254,0.021079334755764,0.9017334,0.02337646
2019-03-25_12:41:30.210072,0.029676881041336,0.008817695477848,0.7514648,0.01173401,0.020859185563488,0.9017334,0.02313232
2019-03-25_12:41:30.623074,0.029338757811488998,0.008619964556426999,0.7512207,0.01147461,0.020718793255062,0.9016113,0.02297974
2019-03-25_12:41:31.016179,0.029829781961565,0.009410894782629,0.7512207,0.01252747,0.020418887178936,0.9017334,0.02264404
2019-03-25_12:41:31.393545,0.029972048557806,0.009112862994317999,0.7512207,0.01213074,0.020859185563488,0.9017334,0.02313232
2019-03-25_12:41:31.773233,0.02995291052454,0.009011162250948,0.7513428,0.01199341,0.020941748273592,0.9017334,0.02322388
2019-03-25_12:41:32.149843,0.029714226911620997,0.008723129695157998,0.7512207,0.01161194,0.020991097216463,0.9014893,0.02328491
2019-03-25_12:41:32.487427,0.029357648775692,0.008886492080288001,0.7514648,0.01182556,0.020471156695404,0.9016113,0.02270508
2019-03-25_12:41:32.884589,0.030865686635685,0.009514052409153,0.7512207,0.01266479,0.021351634226532,0.9016113,0.02368164
2019-03-25_12:41:33.275709,0.029419311312690002,0.008950924637046,0.7510986,0.01191711,0.020468386675644,0.9014893,0.02270508
2019-03-25_12:41:33.637539,0.029620392069888,0.008953834795307999,0.7513428,0.01191711,0.02066655727458,0.9017334,0.0229187
2019-03-25_12:41:34.008899,0.029381433156042,0.009102878666543999,0.7513428,0.01211548,0.020278554489498002,0.9016113,0.02249146
2019-03-25_12:41:34.417330,0.029453386578102,0.00873459332304,0.7512207,0.0116272,0.020718793255062,0.9016113,0.02297974
2019-03-25_12:41:34.795930,0.029857302864933,0.009410894782629,0.7512207,0.01252747,0.020446408082304,0.9017334,0.02267456
2019-03-25_12:41:35.156002,0.029442373489542005,0.008940923600502,0.7512207,0.01190186,0.020501449889040003,0.9017334,0.0227356
2019-03-25_12:41:35.511127,0.029628162257967,0.008768976694479,0.7512207,0.01167297,0.020859185563488,0.9017334,0.02313232
2019-03-25_12:41:35.873474,0.029959778581128,0.009045551210904,0.7513428,0.01203918,0.020914227370224,0.9017334,0.02319336
2019-03-25_12:41:36.230492,0.029037950016942003,0.008701616530776,0.7513428,0.01158142,0.020336333486166,0.9017334,0.02255249
2019-03-25_12:41:36.638859,0.030176925970788,0.009180144907794,0.7510986,0.01222229,0.020996781062993998,0.9017334,0.02328491
2019-03-25_12:41:37.020090,0.029033401848054,0.008449398266244,0.7513428,0.01124573,0.02058400358181,0.9017334,0.02282715
2019-03-25_12:41:37.379760,0.029342448939576,0.008403536301732,0.7513428,0.01118469,0.020938912637844,0.9016113,0.02322388
2019-03-25_12:41:37.742590,0.0297355938906,0.00887358387084,0.7513428,0.0118103,0.020862010019760003,0.9018555,0.02313232
